image_name,width,height,noise,epssqr,K,architecture,N,Nthreads,Ngpu,it all, t all, t gamma update, t gamma solve, t theta update, t theta solve, SPGQP it, SPGQP hessmult, SPGQP t all, SPGQP t project, SPGQP t matmult, SPGQP t dot, SPGQP t update, SPGQP t stepsize, SPGQP t fs, SPGQP t other, SPGQP fx, SPGQP fx_linear, SPGQP fx_quadratic, SPGQP_sum it, SPGQP_sum hessmult, SPGQP_sum t all, SPGQP_sum t project, SPGQP_sum t matmult, SPGQP_sum t dot, SPGQP_sum t update, SPGQP_sum t stepsize, SPGQP_sum t fs, SPGQP_sum t other, 
usi,500,300,02,0.000006,2,0,1,1,1,10, 13.9614, 0.0486796, 13.4933, 0, 0, 1, 2, 0.010576486587524414, 0.00066709518432617188, 0.001819610595703125, 0.00070405006408691406, 1.6927719116210938e-05, 0, 0.0016474723815917969, 0.0057213306427001953, 0.038388541752049574, 0.03773583110538526, 0.00065271064666431176, 2002, 2022, 11.7041, 1.32674, 3.62757, 1.35751, 2.07153, 0.000784874, 3.29599, 0.0239532, 
usi,500,300,00,0.000100,2,0,1,1,1,10, 59.9768, 0.0479834, 59.0591, 0, 0, 1, 2, 0.010411262512207031, 0.00066065788269042969, 0.0018048286437988281, 0.00067615509033203125, 1.5974044799804688e-05, 2.384185791015625e-07, 0.0016343593597412109, 0.005619049072265625, 0.0012002535386591044, 0.0011311498942068992, 6.9103644452205202e-05, 9901, 9921, 57.738, 6.51968, 18.1762, 6.6646, 10.1736, 0.00373149, 16.1701, 0.0301261, 
usi,250,150,10,0.001000,2,0,1,1,1,14, 32.6581, 0.0148468, 31.7706, 0, 0, 1, 2, 0.0047602653503417969, 0.00024318695068359375, 0.00089788436889648438, 0.00026464462280273438, 1.5735626220703125e-05, 2.384185791015625e-07, 0.00072813034057617188, 0.0026104450225830078, 0.18502081954321137, 0.18491606931776022, 0.00010475022545118184, 11437, 11461, 29.6302, 2.72803, 10.0326, 2.97428, 5.66549, 0.00422859, 8.20608, 0.0195065, 
usi,500,300,02,0.010000,2,0,1,1,1,29, 174.428, 0.0961151, 172.865, 0, 0, 1, 2, 0.010560989379882812, 0.00067496299743652344, 0.0018489360809326172, 0.0006809234619140625, 1.621246337890625e-05, 0, 0.0016183853149414062, 0.0057215690612792969, 0.039616939040413655, 0.039615580372545534, 1.3586678682235186e-06, 29010, 29049, 168.19, 19.1601, 53.2849, 19.4768, 30.0183, 0.0109928, 46.1727, 0.0665209, 
usi,250,150,10,0.000500,2,0,1,1,1,13, 31.0449, 0.0144515, 30.9609, 0, 0, 1, 2, 0.0048239231109619141, 0.00024676322937011719, 0.00089907646179199219, 0.00026655197143554688, 1.5735626220703125e-05, 0, 0.00073575973510742188, 0.0026600360870361328, 0.18491609622146993, 0.18470663259298881, 0.00020946362848111221, 11722, 11745, 30.3864, 2.85576, 10.3088, 3.07715, 5.82446, 0.00448918, 8.29664, 0.0190532, 
usi,500,300,10,0.000040,2,0,1,1,1,10, 61.8016, 0.0483575, 60.3655, 0, 0, 1, 2, 0.01047825813293457, 0.00065922737121582031, 0.0017690658569335938, 0.00070142745971679688, 1.6927719116210938e-05, 0, 0.0016384124755859375, 0.0056931972503662109, 0.1846957521297089, 0.18396975902269042, 0.00072599310701850547, 10010, 10030, 57.7172, 6.55807, 17.8252, 6.78278, 10.276, 0.00369406, 16.2413, 0.0301816, 
usi,250,150,02,0.000003,2,0,1,1,1,10, 93.3125, 0.0127778, 57.7737, 0, 0, 1, 2, 0.0046987533569335938, 0.0002498626708984375, 0.00087070465087890625, 0.00026392936706542969, 1.5974044799804688e-05, 2.384185791015625e-07, 0.00073361396789550781, 0.0025644302368164062, 0.035984543551118242, 0.033256641235137926, 0.0027279023159803156, 591, 611, 1.59996, 0.146421, 0.547303, 0.154867, 0.299693, 0.000249624, 0.44224, 0.00918651, 
usi,250,150,02,0.001000,2,0,1,1,1,12, 69.5693, 0.0137782, 51.9403, 0, 0, 1, 2, 0.0047731399536132812, 0.00024199485778808594, 0.000911712646484375, 0.00026011466979980469, 1.5735626220703125e-05, 0, 0.000728607177734375, 0.0026149749755859375, 0.039951930370679262, 0.039931374664978106, 2.0555705701160217e-05, 8479, 8501, 21.8748, 2.02779, 7.45543, 2.19176, 4.10138, 0.0032022, 6.07899, 0.0162709, 
usi,1000,600,02,0.000006,2,0,1,1,1,10, 75.4491, 0.192449, 73.9803, 0, 0, 1, 2, 0.028399229049682617, 0.0020816326141357422, 0.0044691562652587891, 0.0022032260894775391, 1.7881393432617188e-05, 2.384185791015625e-07, 0.004604339599609375, 0.015022754669189453, 0.038841865845869489, 0.038478633658343274, 0.00036323218752621115, 4690, 4710, 72.0776, 9.73473, 20.2985, 9.52573, 11.5425, 0.00517893, 20.8937, 0.0772271, 
usi,1000,600,04,0.000090,2,0,1,1,1,15, 232.467, 0.240105, 231.049, 0, 0, 1, 2, 0.027860641479492188, 0.0020632743835449219, 0.0042898654937744141, 0.0020265579223632812, 1.6927719116210938e-05, 2.384185791015625e-07, 0.0044903755187988281, 0.01497340202331543, 0.10524216614106391, 0.10498864143377704, 0.00025352470728685645, 15010, 15035, 229.359, 30.927, 64.5139, 30.2858, 35.8664, 0.0163031, 67.6441, 0.105783, 
usi,250,150,04,0.000003,2,0,1,1,1,10, 44.0402, 0.0130193, 30.1487, 0, 0, 1, 2, 0.0047557353973388672, 0.00024199485778808594, 0.00089979171752929688, 0.00026559829711914062, 1.5735626220703125e-05, 0, 0.00072789192199707031, 0.0026047229766845703, 0.093208112591204692, 0.085998598670141466, 0.0072095139210632203, 437, 457, 1.19684, 0.107426, 0.417185, 0.114801, 0.218859, 0.000174522, 0.329384, 0.00901008, 
usi,500,300,10,0.000009,2,0,1,1,1,10, 25.0097, 0.0488448, 24.4058, 0, 0, 1, 2, 0.010396480560302734, 0.000659942626953125, 0.0017454624176025391, 0.00068521499633789062, 1.6450881958007812e-05, 0, 0.0016231536865234375, 0.0056662559509277344, 0.18235400978482236, 0.17955045200771941, 0.0028035577771029808, 4020, 4040, 23.3063, 2.66107, 7.18446, 2.73845, 4.12597, 0.00162935, 6.56923, 0.0255299, 
usi,1000,600,00,0.000005,2,0,1,1,1,10, 51.1706, 0.190449, 50.0403, 0, 0, 1, 2, 0.028733253479003906, 0.0021603107452392578, 0.0043745040893554688, 0.0021142959594726562, 1.8835067749023438e-05, 0, 0.0046694278717041016, 0.015395879745483398, 0.00048361726455807411, 0.00024360941184219922, 0.00024000785271587483, 3124, 3144, 48.5792, 6.51564, 13.6647, 6.35486, 7.74462, 0.00328636, 14.2195, 0.076616, 
usi,500,300,02,0.000050,2,0,1,1,1,10, 60.2818, 0.0495191, 59.8072, 0, 0, 1, 2, 0.010535955429077148, 0.00066733360290527344, 0.0018308162689208984, 0.00068902969360351562, 1.6450881958007812e-05, 0, 0.0016462802886962891, 0.0056860446929931641, 0.039402157571936852, 0.039184739660563364, 0.00021741791137348685, 10010, 10030, 58.3914, 6.62917, 18.2981, 6.76333, 10.3101, 0.00381351, 16.3568, 0.0301623, 
usi,250,150,04,0.000060,2,0,1,1,1,10, 56.1117, 0.0128701, 42.6432, 0, 0, 1, 2, 0.0047512054443359375, 0.00024461746215820312, 0.0008907318115234375, 0.00026202201843261719, 1.5974044799804688e-05, 0, 0.0007266998291015625, 0.0026111602783203125, 0.10436012942558207, 0.10316177268937898, 0.001198356736203076, 6635, 6655, 17.1637, 1.6041, 5.83193, 1.72072, 3.22422, 0.00250793, 4.76626, 0.0139215, 
usi,1000,600,04,0.000030,2,0,1,1,1,10, 156.403, 0.190352, 155.49, 0, 0, 1, 2, 0.027779340744018555, 0.0020794868469238281, 0.0042779445648193359, 0.0020482540130615234, 1.7881393432617188e-05, 0, 0.0044982433319091797, 0.01485753059387207, 0.10487139622817088, 0.10437333305055563, 0.0004980631776152441, 10010, 10030, 154.062, 20.5428, 43.2403, 20.4511, 24.6478, 0.0110595, 45.0867, 0.0820844, 
usi,250,150,10,0.000001,2,0,1,1,1,10, 50.9951, 0.0125852, 33.0626, 0, 0, 1, 2, 0.0047845840454101562, 0.0002460479736328125, 0.00090503692626953125, 0.00027251243591308594, 1.5974044799804688e-05, 0, 0.00073599815368652344, 0.0026090145111083984, 0.15388939660168452, 0.14725777022324249, 0.0066316263784420302, 182, 202, 0.53427, 0.0473416, 0.188642, 0.0483725, 0.0927718, 9.25064e-05, 0.148143, 0.00890684, 
usi,1000,600,04,0.000060,2,0,1,1,1,10, 157.972, 0.19173, 155.857, 0, 0, 1, 2, 0.028226852416992188, 0.0022592544555664062, 0.0043709278106689453, 0.0020756721496582031, 1.7642974853515625e-05, 0, 0.0045478343963623047, 0.014955520629882812, 0.10517460036286878, 0.10481783083501023, 0.00035676952785856019, 10010, 10030, 153.392, 20.6923, 43.1723, 20.4062, 23.9228, 0.0109923, 45.1045, 0.082618, 
usi,500,300,10,0.000005,2,0,1,1,1,10, 15.0231, 0.048404, 13.8447, 0, 0, 1, 2, 0.010729551315307617, 0.00069451332092285156, 0.0018439292907714844, 0.00069212913513183594, 1.6450881958007812e-05, 0, 0.0016834735870361328, 0.0057990550994873047, 0.18026865445010887, 0.17589627329401974, 0.0043723811560891154, 2053, 2073, 12.0692, 1.35989, 3.79194, 1.39041, 2.10909, 0.000809908, 3.39311, 0.0240023, 
usi,250,150,02,0.000030,2,0,1,1,1,10, 83.6556, 0.0127664, 55.9099, 0, 0, 1, 2, 0.0048453807830810547, 0.00024652481079101562, 0.00089502334594726562, 0.00027108192443847656, 1.5974044799804688e-05, 2.384185791015625e-07, 0.00074052810668945312, 0.0026760101318359375, 0.039289023615690581, 0.038621836924182223, 0.00066718669150835866, 2889, 2909, 7.50789, 0.700267, 2.52096, 0.756525, 1.43546, 0.00110817, 2.08254, 0.0110395, 
usi,500,300,10,0.000500,2,0,1,1,1,15, 88.1113, 0.0603497, 87.6761, 0, 0, 1, 2, 0.010344982147216797, 0.00066041946411132812, 0.0017974376678466797, 0.00067543983459472656, 1.621246337890625e-05, 0, 0.0015761852264404297, 0.0056192874908447266, 0.185361785330481, 0.1853048879064797, 5.6897424001353512e-05, 15010, 15035, 86.608, 9.91874, 27.3535, 10.0779, 15.3866, 0.00567365, 23.8256, 0.0399823, 
usi,1000,600,04,0.000500,2,0,1,1,1,12, 190.314, 0.211912, 188.53, 0, 0, 1, 2, 0.02788543701171875, 0.0020701885223388672, 0.0042498111724853516, 0.0020442008972167969, 1.6450881958007812e-05, 0, 0.0045163631439208984, 0.014988422393798828, 0.10554538383142074, 0.10536503249625698, 0.00018035133516374781, 12010, 12032, 184.497, 24.7755, 51.1126, 24.4614, 29.5982, 0.0129073, 54.4434, 0.0925493, 
usi,250,150,04,0.000010,2,0,1,1,1,10, 31.6369, 0.0127666, 22.2054, 0, 0, 1, 2, 0.0047960281372070312, 0.00024175643920898438, 0.00092530250549316406, 0.00026059150695800781, 1.5735626220703125e-05, 0, 0.00073409080505371094, 0.0026185512542724609, 0.10012496487018514, 0.096045981397208324, 0.0040789834729768075, 1124, 1144, 2.96268, 0.272968, 1.01549, 0.292108, 0.549379, 0.000447035, 0.822635, 0.0096519, 
usi,500,300,04,0.000070,2,0,1,1,1,13, 96.7681, 0.0561557, 90.3163, 0, 0, 1, 2, 0.010537147521972656, 0.00066471099853515625, 0.0017678737640380859, 0.00068378448486328125, 1.5974044799804688e-05, 0, 0.0016546249389648438, 0.0057501792907714844, 0.10436806405725024, 0.10394916735582775, 0.00041889670142248117, 13010, 13033, 74.9122, 8.53808, 23.1739, 8.69981, 13.3091, 0.00495243, 21.1506, 0.0357828, 
usi,500,300,10,0.000050,2,0,1,1,1,10, 58.7497, 0.0480118, 58.5047, 0, 0, 1, 2, 0.010667324066162109, 0.00066399574279785156, 0.0018174648284912109, 0.00069332122802734375, 1.6927719116210938e-05, 2.384185791015625e-07, 0.0016522407531738281, 0.0058231353759765625, 0.18484111078653115, 0.18425217969865437, 0.00058893108787676967, 10010, 10030, 57.9514, 6.61551, 17.8631, 6.80264, 10.3073, 0.00385451, 16.3287, 0.0302715, 
usi,250,150,04,0.000500,2,0,1,1,1,12, 94.912, 0.0136101, 72.8084, 0, 0, 1, 2, 0.0048749446868896484, 0.00025010108947753906, 0.00091075897216796875, 0.00026869773864746094, 1.621246337890625e-05, 0, 0.00072979927062988281, 0.0026993751525878906, 0.10547456754733731, 0.10531846584065413, 0.00015610170668319174, 12010, 12032, 31.0944, 2.9215, 10.5568, 3.13792, 5.96738, 0.00463152, 8.48713, 0.019089, 
usi,250,150,10,0.000070,2,0,1,1,1,10, 20.926, 0.013413, 20.8446, 0, 0, 1, 2, 0.0047426223754882812, 0.00024437904357910156, 0.00089383125305175781, 0.00026440620422363281, 1.5974044799804688e-05, 0, 0.00071835517883300781, 0.0026056766510009766, 0.18362949755150057, 0.18213343815135638, 0.0014960594001441761, 7883, 7903, 20.4063, 1.90848, 6.94053, 2.05785, 3.9092, 0.00299168, 5.57218, 0.0151074, 
usi,1000,600,02,0.000040,2,0,1,1,1,11, 170.496, 0.200234, 169.339, 0, 0, 1, 2, 0.028673410415649414, 0.0021378993988037109, 0.0043752193450927734, 0.0020992755889892578, 1.7881393432617188e-05, 0, 0.0046451091766357422, 0.015398025512695312, 0.03952609598239297, 0.039297605316468934, 0.00022849066592403415, 11010, 11031, 168.538, 22.7902, 47.3669, 22.3611, 26.2919, 0.012141, 49.6271, 0.0882113, 
usi,250,150,00,0.000009,2,0,1,1,1,10, 82.1551, 0.0126996, 51.1005, 0, 0, 1, 2, 0.0047543048858642578, 0.00024533271789550781, 0.00089907646179199219, 0.00026273727416992188, 1.5735626220703125e-05, 0, 0.00072765350341796875, 0.0026037693023681641, 0.00061451306347080794, 0.00029920418414895549, 0.00031530887932185251, 771, 791, 2.04299, 0.188873, 0.702954, 0.199462, 0.374345, 0.000297546, 0.567693, 0.00936151, 
usi,500,300,04,0.000500,2,0,1,1,1,18, 107.951, 0.0677869, 106.854, 0, 0, 1, 2, 0.010596990585327148, 0.00067901611328125, 0.0018134117126464844, 0.00070142745971679688, 1.6450881958007812e-05, 0, 0.0016381740570068359, 0.0057485103607177734, 0.10473876682969077, 0.1046522210304458, 8.6545799244968567e-05, 18010, 18038, 104.276, 11.9767, 32.9556, 12.1608, 18.4794, 0.00685954, 28.6508, 0.0454683, 
usi,500,300,10,0.000020,2,0,1,1,1,10, 58.7599, 0.0479865, 58.52, 0, 0, 1, 2, 0.010496377944946289, 0.00064969062805175781, 0.0018711090087890625, 0.00067496299743652344, 1.5497207641601562e-05, 0, 0.0016214847564697266, 0.0056636333465576172, 0.18398145923904, 0.18256930267968963, 0.0014121565593503403, 10010, 10030, 58.0581, 6.53156, 18.2654, 6.70437, 10.2271, 0.00375628, 16.2963, 0.0296447, 
usi,500,300,02,0.000008,2,0,1,1,1,10, 22.0833, 0.0491955, 18.6715, 0, 0, 1, 2, 0.010668754577636719, 0.00068807601928710938, 0.0018429756164550781, 0.00069451332092285156, 1.7404556274414062e-05, 2.384185791015625e-07, 0.0016407966613769531, 0.0057847499847412109, 0.038567980631954837, 0.037968453379980255, 0.0005995272519745869, 2402, 2422, 13.9952, 1.60105, 4.43077, 1.61851, 2.46853, 0.000917912, 3.85113, 0.0243087, 
usi,500,300,02,0.000001,2,0,1,1,1,10, 6.95581, 0.048641, 6.00265, 0, 0, 1, 2, 0.010451316833496094, 0.00066328048706054688, 0.0018405914306640625, 0.00068140029907226562, 1.5735626220703125e-05, 0, 0.0015881061553955078, 0.0056622028350830078, 0.036260863219913009, 0.03408943739298069, 0.0021714258269323258, 733, 753, 4.36731, 0.49518, 1.38958, 0.498014, 0.75625, 0.000310421, 1.20487, 0.0231109, 
usi,1000,600,02,0.000030,2,0,1,1,1,10, 156.074, 0.190606, 155.043, 0, 0, 1, 2, 0.027729511260986328, 0.0020699501037597656, 0.0042722225189208984, 0.0020546913146972656, 1.6450881958007812e-05, 2.384185791015625e-07, 0.0044877529144287109, 0.014828205108642578, 0.039462054263179308, 0.039131495611965189, 0.00033055865121411985, 10010, 10030, 154.004, 20.6718, 43.158, 20.4061, 24.6278, 0.0111167, 45.0472, 0.0822647, 
usi,250,150,04,0.000008,2,0,1,1,1,10, 32.8411, 0.0126317, 22.8243, 0, 0, 1, 2, 0.0047807693481445312, 0.000244140625, 0.00089263916015625, 0.00026488304138183594, 1.5735626220703125e-05, 0, 0.00073075294494628906, 0.0026326179504394531, 0.099147497412573185, 0.094456117673404671, 0.0046913797391685066, 966, 986, 2.55499, 0.237008, 0.874298, 0.252386, 0.47052, 0.000369549, 0.710809, 0.00959492, 
usi,250,150,02,0.000020,2,0,1,1,1,10, 71.1531, 0.0131791, 49.5394, 0, 0, 1, 2, 0.0045998096466064453, 0.00024080276489257812, 0.00085163116455078125, 0.00025892257690429688, 1.5497207641601562e-05, 0, 0.00071954727172851562, 0.0025134086608886719, 0.038975481079436484, 0.038105229271551015, 0.00087025180788547342, 2137, 2157, 5.56835, 0.519242, 1.87156, 0.556331, 1.06412, 0.00079298, 1.54588, 0.0104222, 
