?spgqp_err,K,epssqr,abserr,Theta0,Theta1,it all, t all, t gamma update, t gamma solve, t theta update, t theta solve, SPGQP it, SPGQP hessmult, SPGQP t all, SPGQP t project, SPGQP t matmult, SPGQP t dot, SPGQP t update, SPGQP t stepsize, SPGQP t fs, SPGQP t other, SPGQP fx, SPGQP fx_linear, SPGQP fx_quadratic, SPGQP_sum it, SPGQP_sum hessmult, SPGQP_sum t all, SPGQP_sum t project, SPGQP_sum t matmult, SPGQP_sum t dot, SPGQP_sum t update, SPGQP_sum t stepsize, SPGQP_sum t fs, SPGQP_sum t other, 
1e-6,2,1,3.97761e+06,1,2,1, 0.821811, 0.163599, 0.339539, 0, 0, 51, 52, 0.032001018524169922, 5.6982040405273438e-05, 0.00015211105346679688, 1.9788742065429688e-05, 1.2874603271484375e-05, 0, 7.2956085205078125e-05, 0.031686305999755859, 998.92855559680879, 998.61867907586475, 0.30987652094400292, 51, 52, 0.032001, 0.00339651, 0.00929904, 0.00126529, 0.00543499, 1.50204e-05, 0.0040729, 0.00851727, 
1e-6,2,2,3.9212e+06,1,2,2, 1.56081, 0.386195, 0.660004, 0, 0, 55, 56, 0.023106813430786133, 5.6982040405273438e-05, 0.00015711784362792969, 2.3126602172851562e-05, 1.2874603271484375e-05, 0, 7.2002410888671875e-05, 0.022784709930419922, 999.1398232614165, 998.84690367599353, 0.29291958542275476, 106, 108, 0.0551078, 0.00678897, 0.0176198, 0.00258923, 0.0110962, 2.09808e-05, 0.00836921, 0.00862336, 
1e-6,2,3,3.91156e+06,1,2,3, 2.39125, 0.57585, 0.907399, 0, 0, 73, 74, 0.030449867248535156, 5.8889389038085938e-05, 0.000141143798828125, 2.384185791015625e-05, 1.2874603271484375e-05, 0, 9.3936920166015625e-05, 0.030119180679321289, 999.25442595853997, 998.98267220592743, 0.2717537526124329, 179, 182, 0.0855577, 0.0111864, 0.0284874, 0.00438643, 0.0187016, 2.95639e-05, 0.0140266, 0.00873971, 
1e-6,2,4,3.91192e+06,1,2,4, 2.94282, 0.772097, 1.06807, 0, 0, 86, 87, 0.035319089889526367, 5.7935714721679688e-05, 0.0001430511474609375, 2.3126602172851562e-05, 1.2874603271484375e-05, 0, 7.2002410888671875e-05, 0.035010099411010742, 999.33033923752942, 999.07466347921763, 0.25567575831197809, 265, 269, 0.120877, 0.0162795, 0.0411172, 0.00645113, 0.0275843, 4.26769e-05, 0.0205314, 0.0088706, 
1e-6,2,5,3.91958e+06,1,2,5, 4.0196, 0.96069, 1.74134, 0, 0, 99, 100, 0.040854930877685547, 5.7935714721679688e-05, 0.00014519691467285156, 2.384185791015625e-05, 1.2159347534179688e-05, 0, 7.2956085205078125e-05, 0.040542840957641602, 999.38589958881141, 999.14366395552202, 0.24223563328962583, 364, 369, 0.161732, 0.0221586, 0.0556998, 0.00878859, 0.0378265, 5.50747e-05, 0.028105, 0.00909805, 
1e-6,2,6,3.92909e+06,1,2,6, 4.64129, 1.15987, 1.94115, 0, 0, 109, 110, 0.044915914535522461, 5.8889389038085938e-05, 0.00014281272888183594, 2.3126602172851562e-05, 1.2874603271484375e-05, 0, 8.7976455688476562e-05, 0.044590234756469727, 999.42906718238964, 999.19776981038831, 0.2312973720013845, 473, 479, 0.206648, 0.0286572, 0.0717735, 0.0113103, 0.0490339, 7.05719e-05, 0.0364368, 0.00936532, 
1e-6,2,7,3.94083e+06,1,2,7, 5.45493, 1.36461, 2.31077, 0, 0, 125, 126, 0.051604986190795898, 5.7935714721679688e-05, 0.00014090538024902344, 2.4080276489257812e-05, 1.1920928955078125e-05, 0, 7.6055526733398438e-05, 0.051294088363647461, 999.4640107869559, 999.24187817391612, 0.22213261303991738, 598, 605, 0.258253, 0.036073, 0.0901265, 0.0143242, 0.0620272, 9.13143e-05, 0.0459867, 0.00962377, 
1e-6,2,8,3.95294e+06,1,2,8, 6.34204, 1.56666, 2.68569, 0, 0, 136, 137, 0.055119991302490234, 5.7935714721679688e-05, 0.00014400482177734375, 2.4080276489257812e-05, 1.3113021850585938e-05, 9.5367431640625e-07, 7.2002410888671875e-05, 0.054807901382446289, 999.49315504547212, 999.27869571720566, 0.21445932826635061, 734, 742, 0.313373, 0.0440042, 0.109826, 0.0175512, 0.0758359, 0.000111818, 0.056181, 0.0098629, 
1e-6,2,9,3.966e+06,1,2,9, 7.81263, 1.76582, 2.96461, 0, 0, 142, 143, 0.057235002517700195, 5.9843063354492188e-05, 0.00014781951904296875, 2.1219253540039062e-05, 1.1920928955078125e-05, 0, 7.1048736572265625e-05, 0.056923151016235352, 999.51803431243547, 999.30995959726113, 0.20807471517426951, 876, 885, 0.370608, 0.0522757, 0.130525, 0.0206361, 0.0901945, 0.000140429, 0.0667355, 0.0101004, 
1e-6,2,10,3.97869e+06,1,2,10, 8.58044, 1.95363, 3.2558, 0, 0, 156, 157, 0.063094139099121094, 6.103515625e-05, 0.00013899803161621094, 2.288818359375e-05, 1.1920928955078125e-05, 0, 7.3909759521484375e-05, 0.06278538703918457, 999.53965721459815, 999.33730334994254, 0.20235386465573466, 1032, 1042, 0.433702, 0.0614138, 0.153063, 0.0242913, 0.105963, 0.00015974, 0.0783775, 0.0104342, 
