?spgqp_err,K,epssqr,abserr,Theta0,Theta1,it all, t all, t gamma update, t gamma solve, t theta update, t theta solve, SPGQP it, SPGQP hessmult, SPGQP t all, SPGQP t project, SPGQP t matmult, SPGQP t dot, SPGQP t update, SPGQP t stepsize, SPGQP t fs, SPGQP t other, SPGQP fx, SPGQP fx_linear, SPGQP fx_quadratic, SPGQP_sum it, SPGQP_sum hessmult, SPGQP_sum t all, SPGQP_sum t project, SPGQP_sum t matmult, SPGQP_sum t dot, SPGQP_sum t update, SPGQP_sum t stepsize, SPGQP_sum t fs, SPGQP_sum t other, 
1e-3,2,1,5.00015e+06,1,2,1, 0.666361, 0.013608, 0.209186, 0, 0, 1, 2, 0.052603006362915039, 0.0021960735321044922, 0.0084829330444335938, 0.0025970935821533203, 1.9073486328125e-05, 0, 0.0042979717254638672, 0.035009860992431641, 1000.8294153070458, 1000.187709014552, 0.64170629249383815, 1, 2, 0.052603, 0.00421715, 0.014601, 0.00259709, 0.00701809, 1.19209e-05, 0.0204179, 0.00373983, 
1e-3,2,2,5.00015e+06,1,2,2, 1.33745, 0.025677, 0.49744, 0, 0, 1, 2, 0.027965068817138672, 0.0019369125366210938, 0.0036270618438720703, 0.00251007080078125, 1.6927719116210938e-05, 0, 0.0042810440063476562, 0.015593051910400391, 1001.4707938712328, 1000.1873952436005, 1.2833986276322986, 2, 4, 0.0805681, 0.00803399, 0.0217741, 0.00510716, 0.00932789, 1.19209e-05, 0.029032, 0.00728106, 
1e-3,2,3,5.00015e+06,1,2,3, 2.02228, 0.037745, 0.719212, 0, 0, 1, 2, 0.028298139572143555, 0.0019609928131103516, 0.0036039352416992188, 0.0025429725646972656, 1.6927719116210938e-05, 0, 0.0042898654937744141, 0.015883445739746094, 1002.1121503805311, 1000.1870767572395, 1.925073623291625, 3, 6, 0.108866, 0.011893, 0.0289099, 0.00765014, 0.0116317, 1.19209e-05, 0.0377092, 0.0110602, 
1e-3,2,4,5.00015e+06,1,2,4, 2.75741, 0.0498121, 0.931608, 0, 0, 1, 2, 0.028368949890136719, 0.0019960403442382812, 0.0035929679870605469, 0.0025229454040527344, 1.71661376953125e-05, 0, 0.0042588710784912109, 0.015980958938598633, 1002.7534814173749, 1000.1867536641788, 2.5667277531961212, 4, 8, 0.137235, 0.0159092, 0.0360658, 0.0101731, 0.0139358, 1.19209e-05, 0.0463479, 0.0147915, 
1e-3,2,5,5.00015e+06,1,2,5, 3.27649, 0.0622633, 1.12878, 0, 0, 1, 2, 0.028221845626831055, 0.0020139217376708984, 0.00360107421875, 0.0025448799133300781, 1.5974044799804688e-05, 0, 0.0043649673461914062, 0.015681028366088867, 1003.3947834567846, 1000.1864261040714, 3.2083573527132536, 5, 10, 0.165457, 0.0198452, 0.0432577, 0.012718, 0.0162399, 1.19209e-05, 0.0550728, 0.0183115, 
1e-3,2,6,5.00015e+06,1,2,6, 3.87893, 0.0747173, 1.33518, 0, 0, 1, 2, 0.027985095977783203, 0.0019330978393554688, 0.0035879611968994141, 0.0025370121002197266, 1.5974044799804688e-05, 0, 0.0042960643768310547, 0.015614986419677734, 1004.0360528713481, 1000.186094243454, 3.8499586278941744, 6, 12, 0.193442, 0.0237052, 0.0503688, 0.015255, 0.0186238, 1.3113e-05, 0.0637529, 0.0217233, 
1e-3,2,7,5.00015e+06,1,2,7, 4.29489, 0.0871594, 1.55629, 0, 0, 1, 2, 0.028012990951538086, 0.0019478797912597656, 0.0035910606384277344, 0.0025219917297363281, 1.5974044799804688e-05, 0, 0.0043139457702636719, 0.015622138977050781, 1004.6772859359214, 1000.1857582698553, 4.4915276660661174, 7, 14, 0.221455, 0.0275609, 0.0575058, 0.017777, 0.0209599, 1.40667e-05, 0.0724716, 0.0251658, 
1e-3,2,8,5.00015e+06,1,2,8, 4.724, 0.0995965, 1.72915, 0, 0, 1, 2, 0.028172969818115234, 0.0021219253540039062, 0.0037300586700439453, 0.0025608539581298828, 1.5974044799804688e-05, 0, 0.0043070316314697266, 0.015437126159667969, 1005.3184788346266, 1000.1854183879507, 5.133060446675934, 8, 16, 0.249628, 0.0315981, 0.0647619, 0.0203378, 0.0232589, 1.50204e-05, 0.0811169, 0.0285394, 
1e-3,2,9,5.00015e+06,1,2,9, 5.20926, 0.112041, 1.96061, 0, 0, 1, 2, 0.028357028961181641, 0.0019879341125488281, 0.0036230087280273438, 0.0025348663330078125, 1.5974044799804688e-05, 0, 0.004344940185546875, 0.015850305557250977, 1005.9596276659396, 1000.1850748150728, 5.7745528508667796, 9, 18, 0.277985, 0.0355151, 0.0721178, 0.0228727, 0.025558, 1.62125e-05, 0.0898118, 0.0320935, 
1e-3,2,10,4.90769e+06,1,2,10, 6.19845, 0.124099, 2.70675, 0, 0, 37, 38, 0.59882998466491699, 0.0019099712371826172, 0.0037479400634765625, 0.0025379657745361328, 1.621246337890625e-05, 0, 0.0042469501495361328, 0.58637094497680664, 981.66916499332899, 977.37601049317425, 4.2931545001547384, 46, 56, 0.876815, 0.114174, 0.211981, 0.138682, 0.114055, 2.7895e-05, 0.261913, 0.0359817, 
