?spgqp_err,K,epssqr,abserr,Theta0,Theta1,it all, t all, t gamma update, t gamma solve, t theta update, t theta solve, SPGQP it, SPGQP hessmult, SPGQP t all, SPGQP t project, SPGQP t matmult, SPGQP t dot, SPGQP t update, SPGQP t stepsize, SPGQP t fs, SPGQP t other, SPGQP fx, SPGQP fx_linear, SPGQP fx_quadratic, SPGQP_sum it, SPGQP_sum hessmult, SPGQP_sum t all, SPGQP_sum t project, SPGQP_sum t matmult, SPGQP_sum t dot, SPGQP_sum t update, SPGQP_sum t stepsize, SPGQP_sum t fs, SPGQP_sum t other, 
1e-6,2,1,4.20203e+06,1,2,1, 0.680235, 0.245063, 0.232298, 0, 0, 39, 40, 0.036077976226806641, 7.9870223999023438e-05, 0.0001888275146484375, 3.719329833984375e-05, 2.4080276489257812e-05, 0, 0.00011181831359863281, 0.035636186599731445, 998.29434030763878, 997.87394707260194, 0.42039323503662451, 39, 40, 0.036078, 0.00390363, 0.00987744, 0.00170183, 0.00671625, 1.35899e-05, 0.00487828, 0.00898695, 
1e-6,2,2,4.0835e+06,1,2,2, 1.28984, 0.483941, 0.426077, 0, 0, 55, 56, 0.032413005828857422, 6.9856643676757812e-05, 0.00017905235290527344, 3.5047531127929688e-05, 2.4080276489257812e-05, 0, 0.00011897087097167969, 0.031985998153686523, 998.59537022871882, 998.16402022433203, 0.43135000438679816, 94, 96, 0.068491, 0.00809741, 0.0203693, 0.00371718, 0.0158136, 2.16961e-05, 0.0111728, 0.00929904, 
1e-6,2,3,4.01616e+06,1,2,3, 1.79089, 0.678673, 0.572573, 0, 0, 64, 65, 0.03652501106262207, 6.9856643676757812e-05, 0.00017809867858886719, 3.6954879760742188e-05, 2.4080276489257812e-05, 9.5367431640625e-07, 0.000102996826171875, 0.036112070083618164, 998.76497246952442, 998.36168859383577, 0.4032838756885998, 158, 161, 0.105016, 0.0127788, 0.0322647, 0.00616288, 0.026118, 2.76566e-05, 0.0181906, 0.00947332, 
1e-6,2,4,3.97143e+06,1,2,4, 2.45404, 0.992125, 0.718704, 0, 0, 77, 78, 0.046046972274780273, 7.2002410888671875e-05, 0.00017595291137695312, 3.6954879760742188e-05, 2.4080276489257812e-05, 0, 0.00010204315185546875, 0.04563593864440918, 998.87763533219129, 998.49801035282985, 0.37962497936116629, 235, 239, 0.151063, 0.0188298, 0.0471461, 0.00923371, 0.0389771, 3.91006e-05, 0.0272446, 0.00959253, 
1e-6,2,5,3.94171e+06,1,2,5, 3.36817, 1.21639, 0.995494, 0, 0, 77, 78, 0.05150914192199707, 7.3909759521484375e-05, 0.00017619132995605469, 3.6954879760742188e-05, 2.5033950805664062e-05, 0, 0.000102996826171875, 0.05109405517578125, 998.96018409735984, 998.59989624578066, 0.36028785157912657, 312, 317, 0.202572, 0.0252137, 0.0633044, 0.0125685, 0.0530121, 4.88758e-05, 0.0386541, 0.00977039, 
1e-6,2,6,3.9227e+06,1,2,6, 4.19824, 1.48376, 1.22576, 0, 0, 90, 91, 0.058625936508178711, 7.1048736572265625e-05, 0.00017499923706054688, 3.6954879760742188e-05, 2.5033950805664062e-05, 0, 0.00010395050048828125, 0.058213949203491211, 999.02441616473664, 998.68010430305822, 0.34431186167827693, 402, 408, 0.261198, 0.0330343, 0.0811145, 0.0164068, 0.0691683, 6.55651e-05, 0.0515275, 0.00988102, 
1e-6,2,7,3.91044e+06,1,2,7, 4.94805, 1.7222, 1.48913, 0, 0, 96, 97, 0.060081958770751953, 7.1048736572265625e-05, 0.00017499923706054688, 3.814697265625e-05, 2.5033950805664062e-05, 0, 0.000102996826171875, 0.059669733047485352, 999.07647241692757, 998.74528346025261, 0.33118895667499676, 498, 505, 0.32128, 0.0409768, 0.0998843, 0.0203311, 0.0863938, 7.98702e-05, 0.0636148, 0.00999928, 
1e-6,2,8,3.9019e+06,1,2,8, 5.81232, 1.92748, 1.80957, 0, 0, 127, 128, 0.075088024139404297, 7.0095062255859375e-05, 0.00017714500427246094, 3.7908554077148438e-05, 2.5033950805664062e-05, 0, 0.00010395050048828125, 0.074673891067504883, 999.11996321436663, 998.79974145503593, 0.32022175933062125, 625, 633, 0.396368, 0.0505431, 0.123671, 0.0253632, 0.10775, 9.01222e-05, 0.0787842, 0.0101657, 
1e-6,2,9,3.89658e+06,1,2,9, 6.64577, 2.14491, 2.13407, 0, 0, 143, 144, 0.086817026138305664, 8.8930130004882812e-05, 0.00021600723266601562, 3.6954879760742188e-05, 2.5987625122070312e-05, 0, 0.000408172607421875, 0.086040973663330078, 999.15710897251552, 998.84660272899521, 0.31050624352006706, 768, 777, 0.483185, 0.0616426, 0.151602, 0.0313296, 0.13189, 0.000112057, 0.0962138, 0.0103951, 
1e-6,2,10,3.89345e+06,1,2,10, 7.50006, 2.45671, 2.38016, 0, 0, 124, 125, 0.078359127044677734, 7.0095062255859375e-05, 0.00017309188842773438, 3.4093856811523438e-05, 2.384185791015625e-05, 0, 0.000102996826171875, 0.077955007553100586, 999.18936188821203, 998.88759625971056, 0.30176562850158006, 892, 902, 0.561544, 0.0720439, 0.176262, 0.036701, 0.153493, 0.000129461, 0.112327, 0.0105872, 
1e-6,2,20,3.90184e+06,1,2,11, 8.36953, 2.677, 2.79835, 0, 0, 270, 271, 0.16201996803283691, 7.0095062255859375e-05, 0.00017905235290527344, 3.4093856811523438e-05, 2.4080276489257812e-05, 0, 0.00010585784912109375, 0.16160678863525391, 999.38019707311219, 999.13029009648562, 0.24990697662640665, 1162, 1173, 0.723564, 0.0937235, 0.227137, 0.0466065, 0.200147, 0.000171661, 0.144789, 0.010989, 
1e-6,2,30,3.93402e+06,1,2,12, 9.39232, 2.90452, 3.25966, 0, 0, 347, 348, 0.21435713768005371, 7.1048736572265625e-05, 0.00017309188842773438, 3.6954879760742188e-05, 2.5033950805664062e-05, 0, 0.00010418891906738281, 0.21394681930541992, 999.47588616075473, 999.25327796062641, 0.22260820012822541, 1509, 1521, 0.937921, 0.123049, 0.294491, 0.0604217, 0.261045, 0.000210047, 0.187337, 0.0113671, 
1e-6,2,40,3.96758e+06,1,2,13, 10.3468, 3.11749, 3.76075, 0, 0, 393, 394, 0.26420998573303223, 0.00014710426330566406, 0.00020813941955566406, 3.6954879760742188e-05, 2.5033950805664062e-05, 0, 0.00054001808166503906, 0.26325273513793945, 999.537401814026, 999.33192897332685, 0.20547284069921501, 1902, 1915, 1.20213, 0.15689, 0.381005, 0.0779414, 0.334284, 0.000261307, 0.240047, 0.0117025, 
1e-6,2,50,3.9996e+06,1,2,14, 11.9336, 3.53741, 4.71363, 0, 0, 681, 682, 0.41069197654724121, 7.0095062255859375e-05, 0.00017690658569335938, 3.4093856811523438e-05, 2.4080276489257812e-05, 0, 0.000102996826171875, 0.41028380393981934, 999.58183505938609, 999.38885900228195, 0.19297605710430088, 2583, 2597, 1.61282, 0.212091, 0.511661, 0.103388, 0.451451, 0.000347614, 0.321579, 0.012306, 
1e-6,2,60,4.0304e+06,1,2,15, 12.9224, 3.72941, 5.32714, 0, 0, 594, 595, 0.35272002220153809, 7.5101852416992188e-05, 0.00017309188842773438, 3.0994415283203125e-05, 2.5033950805664062e-05, 0, 0.000102996826171875, 0.35231280326843262, 999.61607962563517, 999.43319958390771, 0.18288004172763009, 3177, 3192, 1.96554, 0.259522, 0.624148, 0.1251, 0.553278, 0.00041914, 0.390242, 0.0128334, 
