?spgqp_err,K,epssqr,abserr,energy,Theta0,Theta1,it all, t all, t gamma update, t gamma solve, t theta update, t theta solve, SPGQP it, SPGQP hessmult, SPGQP t all, SPGQP t project, SPGQP t matmult, SPGQP t dot, SPGQP t update, SPGQP t stepsize, SPGQP t fs, SPGQP t other, SPGQP fx, SPGQP fx_linear, SPGQP fx_quadratic, SPGQP_sum it, SPGQP_sum hessmult, SPGQP_sum t all, SPGQP_sum t project, SPGQP_sum t matmult, SPGQP_sum t dot, SPGQP_sum t update, SPGQP_sum t stepsize, SPGQP_sum t fs, SPGQP_sum t other, 
1e-6,2,2e+06,2.53921e+06,4.30983e+06,1,2,56, 2883.56, 0.0299976, 1838.94, 0, 0, 3293, 3294, 26.25281810760498, 0.004322052001953125, 0.0025050640106201172, 0.00027203559875488281, 0.00018191337585449219, 0, 0.00099611282348632812, 26.244540929794312, 11.15793459127697, 10.24446659334092, 0.9134679979360556, 163744, 163800, 1234.67, 503.823, 366.465, 44.5642, 134.661, 0.0743189, 184.598, 0.484005, 
1e-6,2,3e+06,2.53972e+06,1.61597e+06,1,2,57, 2914.88, 0.0304744, 1852.16, 0, 0, 21, 22, 0.15897512435913086, 0.002941131591796875, 0.0022590160369873047, 0.00033998489379882812, 0.00018596649169921875, 0, 0.0010201930999755859, 0.15222883224487305, 11.614074886854199, 10.24452673506708, 1.3695481517871202, 163765, 163822, 1234.83, 503.885, 366.516, 44.5703, 134.677, 0.0743308, 184.62, 0.484322, 
1e-6,2,4e+06,2.55913e+06,1.8418e+06,1,2,58, 2948.69, 0.0309646, 1864.53, 0, 0, 538, 539, 3.9731671810150146, 0.0029141902923583984, 0.0018138885498046875, 0.00024700164794921875, 0.000186920166015625, 0, 0.00092816352844238281, 3.9670770168304443, 12.040334579107759, 10.246565385656709, 1.7937691934510547, 164303, 164361, 1238.8, 505.44, 367.734, 44.7156, 135.118, 0.0745757, 185.232, 0.485878, 
1e-6,2,5e+06,2.56618e+06,1.78064e+06,1,2,59, 2980.69, 0.0314994, 1878.81, 0, 0, 284, 285, 2.0686140060424805, 0.0028760433197021484, 0.0017840862274169922, 0.00022482872009277344, 0.00020384788513183594, 0, 0.0010240077972412109, 2.0625011920928955, 12.47499959228913, 10.247302914577096, 2.2276966777120397, 164587, 164646, 1240.87, 506.263, 368.361, 44.7925, 135.347, 0.0747004, 185.545, 0.486791, 
1e-6,2,6e+06,2.6049e+06,2.49245e+06,1,2,60, 3024.5, 0.0319934, 1902.16, 0, 0, 963, 964, 7.6032330989837646, 0.0028710365295410156, 0.0018060207366943359, 0.00022792816162109375, 0.00018596649169921875, 0, 0.00093102455139160156, 7.5972111225128174, 12.830242962854552, 10.251313910078739, 2.5789290527758144, 165550, 165610, 1248.47, 509.106, 370.767, 45.0899, 136.218, 0.0750906, 186.727, 0.489444, 
1e-6,2,7e+06,2.6075e+06,1.70863e+06,1,2,61, 3056.65, 0.0324774, 1912.42, 0, 0, 128, 129, 1.1866838932037354, 0.0029580593109130859, 0.0024130344390869141, 0.00028204917907714844, 0.00018620491027832031, 9.5367431640625e-07, 0.0014698505401611328, 1.1793737411499023, 13.253026539804655, 10.251584447899118, 3.0014420919055396, 165678, 165739, 1249.66, 509.503, 371.169, 45.1389, 136.364, 0.0751519, 186.919, 0.490022, 
1e-6,2,8e+06,2.62047e+06,1.6791e+06,1,2,62, 3087.78, 0.0329642, 1927.7, 0, 0, 178, 179, 1.3436851501464844, 0.0045030117034912109, 0.0024030208587646484, 0.00024008750915527344, 0.00018286705017089844, 0, 0.00097012519836425781, 1.3353860378265381, 13.641754075514514, 10.252928719851987, 3.3888253556625236, 165856, 165918, 1251, 510.095, 371.547, 45.1851, 136.499, 0.0752354, 187.11, 0.490739, 
1e-6,2,9e+06,3.35933e+06,1.79232e+06,1,2,63, 3120.84, 0.033438, 1936.01, 0, 0, 106, 107, 0.83431196212768555, 0.0028579235076904297, 0.0030949115753173828, 0.00023007392883300781, 0.00018405914306640625, 0, 0.00095510482788085938, 0.82698988914489746, 12.072795667788856, 10.32928944414077, 1.7435062236480956, 165962, 166025, 1251.84, 510.407, 371.809, 45.2162, 136.597, 0.0752971, 187.242, 0.491207, 
1e-6,2,1e+07,3.35938e+06,1.37883e+06,1,2,64, 3148.68, 0.033958, 1945.18, 0, 0, 6, 7, 0.044702768325805664, 0.0029139518737792969, 0.0017869472503662109, 0.00027203559875488281, 0.00021815299987792969, 9.5367431640625e-07, 0.0010209083557128906, 0.038489818572998047, 12.266322625872789, 10.329291264006152, 1.9370313618666364, 165968, 166032, 1251.88, 510.425, 371.822, 45.2179, 136.602, 0.0753, 187.249, 0.491422, 
1e-6,2,2e+07,3.35947e+06,1.66055e+06,1,2,65, 3180.25, 0.0344427, 1960.53, 0, 0, 10, 11, 0.077150821685791016, 0.0028839111328125, 0.0022490024566650391, 0.00026988983154296875, 0.00018000602722167969, 0, 0.0009288787841796875, 0.070639133453369141, 14.202565587929742, 10.329297201048332, 3.8732683868814206, 165978, 166043, 1251.96, 510.454, 371.847, 45.2208, 136.61, 0.0753009, 187.261, 0.491678, 
1e-6,2,3e+07,3.35954e+06,1.72546e+06,1,2,66, 3213.11, 0.0349348, 1977.22, 0, 0, 6, 7, 0.045329093933105469, 0.0028698444366455078, 0.0021278858184814453, 0.00024318695068359375, 0.00018405914306640625, 0, 0.0009708404541015625, 0.038933277130126953, 16.138517930865973, 10.329301218925711, 5.8092167119402776, 165984, 166050, 1252, 510.472, 371.861, 45.2224, 136.614, 0.075304, 187.268, 0.49197, 
1e-6,2,4e+07,3.35961e+06,1.54526e+06,1,2,67, 3244.63, 0.0354118, 1988.1, 0, 0, 5, 6, 0.040657997131347656, 0.0028989315032958984, 0.0018858909606933594, 0.00024104118347167969, 0.00018787384033203125, 0, 0.00096201896667480469, 0.034482240676879883, 18.073820213606425, 10.329305692942327, 7.7445145206640866, 165989, 166056, 1252.05, 510.487, 371.875, 45.2238, 136.618, 0.075305, 187.273, 0.492193, 
1e-6,2,5e+07,3.35971e+06,1.74819e+06,1,2,68, 3277.21, 0.035893, 2004.84, 0, 0, 6, 7, 0.049070835113525391, 0.0030279159545898438, 0.0027258396148681641, 0.0003261566162109375, 0.00018405914306640625, 9.5367431640625e-07, 0.0010678768157958984, 0.041738033294677734, 20.008230919825685, 10.329312376166179, 9.67891854365954, 165995, 166063, 1252.09, 510.505, 371.893, 45.2253, 136.623, 0.0753059, 187.28, 0.492445, 
1e-6,2,6e+07,3.35982e+06,1.54008e+06,1,2,69, 3308.35, 0.036377, 2020.17, 0, 0, 5, 6, 0.039168834686279297, 0.0028970241546630859, 0.0021390914916992188, 0.00032401084899902344, 0.00019907951354980469, 0, 0.0014569759368896484, 0.032152652740478516, 21.941723803703546, 10.329318831660952, 11.612404972042594, 166000, 166069, 1252.13, 510.521, 371.905, 45.2266, 136.627, 0.0753081, 187.286, 0.492751, 
1e-6,2,7e+07,3.35992e+06,1.53521e+06,1,2,70, 3339.08, 0.0368593, 2033.63, 0, 0, 6, 7, 0.049573898315429688, 0.0029158592224121094, 0.0018060207366943359, 0.00026607513427734375, 0.00018811225891113281, 0, 0.0011029243469238281, 0.043294906616210938, 23.874728046552512, 10.329327652030486, 13.545400394522023, 166006, 166076, 1252.18, 510.539, 371.921, 45.2284, 136.633, 0.075309, 187.294, 0.492968, 
1e-6,2,8e+07,3.36009e+06,1.57654e+06,1,2,71, 3370.71, 0.0373445, 2041.23, 0, 0, 11, 12, 0.082437992095947266, 0.0028982162475585938, 0.0017731189727783203, 0.00023293495178222656, 0.00021004676818847656, 0, 0.0011761188507080078, 0.076147556304931641, 25.805100354860418, 10.329338169294569, 15.475762185565852, 166017, 166088, 1252.27, 510.572, 371.946, 45.2312, 136.641, 0.0753152, 187.306, 0.493205, 
1e-6,2,9e+07,3.3602e+06,1.61503e+06,1,2,72, 3402.87, 0.0378244, 2052.25, 0, 0, 10, 11, 0.075774192810058594, 0.0030241012573242188, 0.0022308826446533203, 0.00025606155395507812, 0.00018596649169921875, 1.1920928955078125e-06, 0.00089597702026367188, 0.069180011749267578, 27.736303101335771, 10.329346768484616, 17.406956332851188, 166027, 166099, 1252.34, 510.602, 371.971, 45.2338, 136.649, 0.0753212, 187.317, 0.493499, 
1e-6,2,1e+08,3.36047e+06,1.69731e+06,1,2,73, 3435.28, 0.0383093, 2064.46, 0, 0, 11, 12, 0.092625141143798828, 0.0028769969940185547, 0.0021839141845703125, 0.0002460479736328125, 0.00018596649169921875, 0, 0.001007080078125, 0.08612513542175293, 29.661378107010094, 10.329367063768455, 19.332011043241671, 166038, 166111, 1252.43, 510.634, 372.001, 45.2372, 136.659, 0.075325, 187.334, 0.493764,
