n,sigmaid,K,epssqr_best,abserr_best,Theta0,Theta1,it all, t all, t gamma update, t gamma solve, t theta update, t theta solve, SPGQP it, SPGQP hessmult, SPGQP t all, SPGQP t project, SPGQP t matmult, SPGQP t dot, SPGQP t update, SPGQP t stepsize, SPGQP t fs, SPGQP t other, SPGQP fx, SPGQP fx_linear, SPGQP fx_quadratic, SPGQP_sum it, SPGQP_sum hessmult, SPGQP_sum t all, SPGQP_sum t project, SPGQP_sum t matmult, SPGQP_sum t dot, SPGQP_sum t update, SPGQP_sum t stepsize, SPGQP_sum t fs, SPGQP_sum t other, 
23,1,2,1e-14,2.22045e-20,1,2,757, 211.277, 0.141389, 210.104, 0, 0, 42, 43, 0.028170585632324219, 8.2731246948242188e-05, 9.5367431640625e-05, 0.00010514259338378906, 1.4781951904296875e-05, 0, 0.00021910667419433594, 0.02765345573425293, 0.38120595949146757, 0.38036473836406665, 0.00084122112744534298, 319650, 320424, 209.195, 26.6626, 30.4934, 33.6703, 47.65, 0.0983653, 70.2139, 0.406541, 
30,5,2,0.01,0.131547,1,2,834, 274.449, 0.156396, 273.186, 0, 0, 124, 125, 0.08167266845703125, 8.4400177001953125e-05, 9.822845458984375e-05, 0.00010585784912109375, 1.4066696166992188e-05, 0, 0.00021529197692871094, 0.081154823303222656, 4.6272544343911113, 4.6245105337382313, 0.0027439006530232211, 412957, 413808, 269.813, 34.7549, 40.6773, 43.6775, 60.5634, 0.121151, 89.521, 0.497582, 
26,9,2,1,0.459982,1,2,611, 257.454, 0.116956, 256.52, 0, 0, 1000, 1001, 0.65691399574279785, 8.4400177001953125e-05, 9.7513198852539062e-05, 0.00010514259338378906, 1.4066696166992188e-05, 2.384185791015625e-07, 0.00021719932556152344, 0.65639543533325195, 1100.0090625374969, 1099.7933071614366, 0.21575537606029221, 388469, 389098, 255.611, 32.8322, 38.079, 41.1047, 58.0308, 0.120055, 85.008, 0.436615, 
40,2,2,1e-14,0,1,2,772, 224.333, 0.147501, 223.132, 0, 0, 928, 929, 0.60909652709960938, 8.6307525634765625e-05, 9.7751617431640625e-05, 0.00010585784912109375, 1.4066696166992188e-05, 0, 0.00021696090698242188, 0.60857558250427246, 0.4333813038424153, 0.43235274932566614, 0.0010285545167936787, 334708, 335497, 220.054, 28.525, 33.1738, 35.5293, 49.4111, 0.107995, 72.8741, 0.432486, 
3,7,2,0.1,0.356068,1,2,736, 297.304, 0.139728, 296.141, 0, 0, 1000, 1001, 0.657318115234375, 8.4161758422851562e-05, 9.7751617431640625e-05, 0.00010538101196289062, 1.4066696166992188e-05, 0, 0.00021862983703613281, 0.65679812431335449, 68.681226519584811, 68.630791526692519, 0.050434992892464753, 449338, 450090, 295.071, 37.8674, 44.0029, 47.1829, 66.9529, 0.136972, 98.4171, 0.510715, 
11,7,2,0.1,0.373509,1,2,823, 280.188, 0.154383, 278.899, 0, 0, 221, 222, 0.14516305923461914, 8.3446502685546875e-05, 9.8466873168945312e-05, 0.00010585784912109375, 1.3828277587890625e-05, 0, 0.00021457672119140625, 0.14464688301086426, 69.009161610341906, 68.93900212907586, 0.070159481266045196, 424888, 425726, 277.892, 35.5802, 41.9055, 44.6062, 63.3266, 0.133079, 91.8333, 0.507192, 
76,3,2,0.0005,0.0184418,1,2,864, 251.832, 0.159902, 250.412, 0, 0, 363, 364, 0.23753643035888672, 8.5115432739257812e-05, 9.7990036010742188e-05, 0.00010657310485839844, 1.4066696166992188e-05, 0, 0.00021481513977050781, 0.23701786994934082, 0.63501890054434906, 0.63293821700839692, 0.0020806835360299776, 381142, 382022, 249.264, 32.0166, 37.5778, 40.4929, 55.8424, 0.116963, 82.7439, 0.473332, 
40,4,2,0.005,0.0559453,1,2,816, 242.27, 0.151711, 241.03, 0, 0, 528, 529, 0.34487295150756836, 8.3208084106445312e-05, 9.822845458984375e-05, 0.00010609626770019531, 1.4066696166992188e-05, 2.384185791015625e-07, 0.00021600723266601562, 0.34435510635375977, 1.4170389482828596, 1.4164107369263883, 0.0006282113565600876, 365597, 366429, 239.226, 30.6381, 36.0846, 38.8908, 53.7125, 0.114512, 79.3218, 0.463353, 
35,5,2,0.01,0.14903,1,2,904, 289.195, 0.169041, 287.856, 0, 0, 661, 662, 0.43641018867492676, 8.5115432739257812e-05, 9.822845458984375e-05, 0.00010657310485839844, 1.3828277587890625e-05, 2.384185791015625e-07, 0.00021910667419433594, 0.43588709831237793, 4.6550370490966575, 4.6521184715847719, 0.0029185775116520817, 434209, 435129, 286.819, 36.7615, 42.6073, 46.1082, 65.0026, 0.133902, 95.6729, 0.532298, 
4,9,2,100,0.446655,1,2,669, 256.867, 0.128824, 255.819, 0, 0, 1000, 1001, 0.66069865226745605, 8.4638595581054688e-05, 9.8466873168945312e-05, 0.00010561943054199219, 1.430511474609375e-05, 2.384185791015625e-07, 0.00021815299987792969, 0.66017723083496094, 1080.5301036366975, 1080.3382794610839, 0.19182417561375761, 381050, 381737, 252.382, 32.2333, 37.5791, 40.5356, 57.2184, 0.116924, 84.2599, 0.438284, 
33,4,2,0.005,0.0529651,1,2,854, 216.843, 0.160601, 215.522, 0, 0, 270, 271, 0.1781005859375, 8.3446502685546875e-05, 9.5129013061523438e-05, 0.00010585784912109375, 1.4543533325195312e-05, 0, 0.00021958351135253906, 0.1775820255279541, 1.4139540073005468, 1.4133854441528622, 0.00056856314756255095, 325622, 326492, 214.483, 27.337, 31.1869, 34.4847, 48.9493, 0.101341, 71.9781, 0.445775, 
89,1,2,1e-14,0,1,2,801, 214.276, 0.152264, 213.069, 0, 0, 86, 87, 0.057159662246704102, 8.487701416015625e-05, 9.822845458984375e-05, 0.00010633468627929688, 1.4781951904296875e-05, 0, 0.00021576881408691406, 0.056639671325683594, 0.38329505169620426, 0.3822599855179451, 0.001035066178148179, 323694, 324512, 212.132, 27.7695, 31.9292, 34.2198, 47.568, 0.098278, 70.1188, 0.428314, 
16,5,2,0.01,0.119094,1,2,733, 225.774, 0.137992, 224.638, 0, 0, 147, 148, 0.097128391265869141, 8.392333984375e-05, 9.7990036010742188e-05, 0.00010633468627929688, 1.4066696166992188e-05, 2.384185791015625e-07, 0.00021886825561523438, 0.096606969833374023, 4.624051607897008, 4.6234438311508326, 0.0006077767460857678, 340802, 341552, 223.69, 28.6748, 33.5963, 36.106, 49.889, 0.105219, 74.8927, 0.426067, 
18,10,2,0.5,0.474657,1,2,661, 197.007, 0.126694, 196.027, 0, 0, 1000, 1001, 0.65908098220825195, 8.58306884765625e-05, 9.8943710327148438e-05, 0.00010704994201660156, 1.4543533325195312e-05, 0, 0.00021600723266601562, 0.65855860710144043, 4429.6798902164746, 4429.2012497865826, 0.47864042989088729, 292465, 293144, 193.097, 24.9084, 29.0316, 31.0342, 44.036, 0.0925832, 63.6201, 0.374529, 
50,6,2,0.05,0.245217,1,2,853, 291.749, 0.162309, 290.451, 0, 0, 1000, 1001, 0.65738391876220703, 8.392333984375e-05, 9.918212890625e-05, 0.00010704994201660156, 1.3828277587890625e-05, 2.384185791015625e-07, 0.00021672248840332031, 0.65686297416687012, 17.182437633176697, 17.164865290214991, 0.017572342961753019, 439381, 440250, 289.404, 36.8344, 43.569, 46.8303, 65.0197, 0.138794, 96.4893, 0.522872, 
40,6,2,0.05,0.257888,1,2,834, 317.132, 0.158621, 315.862, 0, 0, 1000, 1001, 0.65519547462463379, 8.3684921264648438e-05, 9.5605850219726562e-05, 0.00010538101196289062, 1.4543533325195312e-05, 0, 0.00021886825561523438, 0.65467739105224609, 17.297336544041368, 17.285281828766934, 0.012054715274375847, 476836, 477685, 312.538, 39.8252, 45.426, 50.4285, 71.3672, 0.14459, 104.804, 0.542994, 
9,2,2,1e-14,0,1,2,754, 213.386, 0.143422, 212.226, 0, 0, 220, 221, 0.14503908157348633, 8.392333984375e-05, 9.7990036010742188e-05, 0.00010538101196289062, 1.4781951904296875e-05, 0, 0.00021600723266601562, 0.14452099800109863, 0.4341893325742841, 0.43325168178733092, 0.00093765078691991437, 322173, 322944, 211.318, 27.0052, 31.7371, 33.9515, 48.3415, 0.0984657, 69.7775, 0.407121, 
75,8,2,1,0.382988,1,2,737, 284.068, 0.136775, 282.685, 0, 0, 1000, 1001, 0.65667891502380371, 8.296966552734375e-05, 9.4652175903320312e-05, 0.00010561943054199219, 1.5020370483398438e-05, 0, 0.00022006034851074219, 0.65616059303283691, 270.35975441541621, 270.2548649512234, 0.10488946419282542, 419511, 420265, 275.626, 34.9479, 39.859, 44.4894, 63.0016, 0.13005, 92.7246, 0.473908, 
15,9,2,100,0.391674,1,2,667, 250.394, 0.128486, 249.392, 0, 0, 1000, 1001, 0.66189169883728027, 8.1777572631835938e-05, 9.6559524536132812e-05, 0.00010347366333007812, 1.430511474609375e-05, 2.384185791015625e-07, 0.00021338462829589844, 0.66138195991516113, 1088.4570514175598, 1088.3245584585907, 0.13249295896898933, 373961, 374646, 247.659, 31.6301, 36.9312, 39.9059, 56.223, 0.115863, 82.4054, 0.447667, 
96,2,2,1e-14,0,1,2,736, 220.937, 0.140647, 219.729, 0, 0, 769, 770, 0.50391483306884766, 8.3684921264648438e-05, 9.9420547485351562e-05, 0.0001068115234375, 1.4066696166992188e-05, 0, 0.00021576881408691406, 0.50339508056640625, 0.43405856577706947, 0.43321315973156171, 0.00084540604546323337, 333192, 333945, 218.746, 27.8784, 33.0275, 35.6059, 49.1807, 0.106155, 72.5296, 0.41761, 
74,1,2,1e-14,0,1,2,845, 219.257, 0.157762, 217.781, 0, 0, 91, 92, 0.060551643371582031, 8.5353851318359375e-05, 9.7990036010742188e-05, 0.00010609626770019531, 1.4066696166992188e-05, 0, 0.00021600723266601562, 0.060032129287719727, 0.38225074062640274, 0.38122436534402754, 0.0010263752824972207, 329237, 330098, 216.451, 28.013, 32.4333, 34.8166, 49.2275, 0.0991967, 71.4257, 0.435409, 
63,2,2,1e-14,0,1,2,785, 218.983, 0.149283, 217.792, 0, 0, 264, 265, 0.17342281341552734, 8.3684921264648438e-05, 9.7990036010742188e-05, 0.00010728836059570312, 1.4066696166992188e-05, 2.384185791015625e-07, 0.00021576881408691406, 0.17290377616882324, 0.43795424564444707, 0.43696219657961255, 0.0009920490647790047, 328768, 329570, 215.343, 27.5693, 32.5214, 34.9345, 48.3574, 0.0994773, 71.439, 0.422095, 
2,4,2,0.005,0.0548098,1,2,802, 206.912, 0.153138, 205.664, 0, 0, 1, 2, 0.0013916492462158203, 8.5592269897460938e-05, 0.00010728836059570312, 0.00011205673217773438, 1.5020370483398438e-05, 2.384185791015625e-07, 0.00022244453430175781, 0.00084900856018066406, 1.4289345908005198, 1.4283162332063661, 0.00061835759376518496, 309005, 309825, 203.867, 26.0227, 30.7397, 32.8041, 46.4357, 0.0992308, 67.3488, 0.416368, 
4,8,2,0.5,0.410794,1,2,653, 294.915, 0.125714, 293.885, 0, 0, 1000, 1001, 0.66141390800476074, 8.3684921264648438e-05, 9.6797943115234375e-05, 0.00010371208190917969, 1.430511474609375e-05, 0, 0.00023007392883300781, 0.66088533401489258, 274.54511795912083, 274.40741662667182, 0.13770133244892649, 441986, 442656, 292.365, 37.8467, 43.6404, 47.1105, 65.3718, 0.136289, 97.7646, 0.494583, 
72,9,2,0.5,0.453295,1,2,644, 240.906, 0.120896, 239.803, 0, 0, 1000, 1001, 0.65506839752197266, 8.487701416015625e-05, 9.822845458984375e-05, 0.00010657310485839844, 1.4066696166992188e-05, 0, 0.00021696090698242188, 0.65454769134521484, 1099.2955255666968, 1099.1252008529134, 0.17032471378326489, 364545, 365207, 238.901, 30.6847, 36.0149, 38.7516, 53.6589, 0.112797, 79.2649, 0.41367, 
65,9,2,1,0.443782,1,2,675, 249.227, 0.128934, 248.195, 0, 0, 1000, 1001, 0.65331745147705078, 8.392333984375e-05, 0.00010251998901367188, 0.00010657310485839844, 1.4066696166992188e-05, 2.384185791015625e-07, 0.0002155303955078125, 0.65279459953308105, 1109.9651030480675, 1109.7208524878954, 0.24425056017223387, 376335, 377027, 245.945, 31.6098, 37.0043, 40.0848, 55.0008, 0.114264, 81.698, 0.432793, 
96,9,2,1,0.438787,1,2,667, 228.413, 0.128007, 227.366, 0, 0, 607, 608, 0.39812493324279785, 8.392333984375e-05, 9.8943710327148438e-05, 0.00010561943054199219, 1.4066696166992188e-05, 0, 0.00021529197692871094, 0.39760708808898926, 1065.9484922029555, 1065.8239106454175, 0.12458155753802207, 345271, 345956, 226.544, 28.9316, 34.1387, 36.4256, 51.7106, 0.111061, 74.8095, 0.417345, 
73,9,2,0.01,0.480029,1,2,773, 249.329, 0.147048, 248.032, 0, 0, 1000, 1001, 0.65288305282592773, 8.3684921264648438e-05, 9.7513198852539062e-05, 0.00010633468627929688, 1.430511474609375e-05, 2.384185791015625e-07, 0.00021529197692871094, 0.65236568450927734, 1079.4591187352826, 1079.1322960646821, 0.32682267060057102, 375707, 376497, 245.474, 31.5228, 37.0603, 39.7045, 55.2445, 0.116298, 81.3707, 0.454479, 
92,9,2,0.1,0.449594,1,2,680, 247.699, 0.130828, 246.621, 0, 0, 1000, 1001, 0.65355515480041504, 8.4161758422851562e-05, 9.7990036010742188e-05, 0.00010728836059570312, 1.4543533325195312e-05, 0, 0.00021505355834960938, 0.65303611755371094, 1081.7700542933503, 1081.5991489991275, 0.17090529422281281, 373693, 374390, 244.324, 31.4165, 36.8334, 39.9013, 54.7561, 0.117778, 80.8596, 0.438955, 
59,3,2,0.0005,0.0183827,1,2,804, 231.743, 0.149876, 230.534, 0, 0, 603, 604, 0.39871358871459961, 8.4400177001953125e-05, 9.8466873168945312e-05, 0.00010752677917480469, 1.4066696166992188e-05, 0, 0.00021886825561523438, 0.39819025993347168, 0.6427348348354891, 0.64170855707785157, 0.0010262777576709159, 347489, 348309, 229.603, 29.3223, 34.1862, 37.1246, 51.9488, 0.106162, 76.4704, 0.444153, 
51,6,2,0.05,0.239383,1,2,885, 282.815, 0.16778, 281.476, 0, 0, 1000, 1001, 0.65752458572387695, 8.4400177001953125e-05, 9.8943710327148438e-05, 0.0001068115234375, 1.4066696166992188e-05, 0, 0.00021886825561523438, 0.65700149536132812, 17.225834117957628, 17.221391583535954, 0.0044425344215106299, 425949, 426849, 280.409, 35.976, 42.2385, 45.4036, 62.9306, 0.128145, 93.2067, 0.5258, 
90,8,2,100,0.375518,1,2,733, 274.424, 0.139362, 273.306, 0, 0, 1000, 1001, 0.65817713737487793, 8.3684921264648438e-05, 9.7036361694335938e-05, 0.00010704994201660156, 1.4066696166992188e-05, 0, 0.00021791458129882812, 0.65765738487243652, 278.54978230535369, 278.52091007001195, 0.028872235341644455, 410346, 411095, 270.51, 34.4346, 40.316, 43.6886, 61.408, 0.117983, 90.0716, 0.472883, 
31,9,2,100,0.406747,1,2,668, 240.602, 0.12627, 239.527, 0, 0, 1000, 1001, 0.65398693084716797, 8.3446502685546875e-05, 9.8466873168945312e-05, 0.00010609626770019531, 1.4543533325195312e-05, 2.384185791015625e-07, 0.00021529197692871094, 0.65346884727478027, 1090.7602499585487, 1090.6532812134315, 0.10696874511726726, 364563, 365249, 238.693, 30.6476, 35.9942, 38.6906, 53.6512, 0.113931, 79.1561, 0.439654, 
58,7,2,0.1,0.350966,1,2,788, 273.851, 0.148869, 272.657, 0, 0, 1000, 1001, 0.65421247482299805, 8.4400177001953125e-05, 9.8705291748046875e-05, 0.00010657310485839844, 1.4781951904296875e-05, 0, 0.00021576881408691406, 0.65369224548339844, 67.914802982686183, 67.859414090228853, 0.055388892457304606, 415146, 415951, 271.725, 35.0986, 40.93, 44.2017, 60.9465, 0.130542, 89.9163, 0.501715, 
44,7,2,0.1,0.341305,1,2,729, 288.108, 0.136013, 287.011, 0, 0, 656, 657, 0.42886590957641602, 8.4400177001953125e-05, 9.8466873168945312e-05, 0.00010704994201660156, 1.3828277587890625e-05, 0, 0.00021505355834960938, 0.42834711074829102, 68.470974755141199, 68.42411696740416, 0.046857787737049413, 433729, 434475, 283.172, 36.235, 42.7259, 45.9233, 63.6152, 0.133906, 94.0484, 0.4905, 
28,4,2,0.005,0.0585484,1,2,847, 259.728, 0.160433, 258.421, 0, 0, 935, 936, 0.61540651321411133, 8.4638595581054688e-05, 9.5605850219726562e-05, 0.0001068115234375, 1.3828277587890625e-05, 0, 0.00021982192993164062, 0.61488580703735352, 1.4273798907740918, 1.425852726087901, 0.001527164686368277, 388466, 389328, 255.927, 32.8324, 37.0927, 41.6683, 58.0253, 0.120404, 85.7125, 0.475707, 
49,8,2,0.5,0.46136,1,2,756, 276.901, 0.144094, 275.755, 0, 0, 1000, 1001, 0.66033124923706055, 8.392333984375e-05, 9.5367431640625e-05, 0.00010538101196289062, 1.5020370483398438e-05, 0, 0.00022125244140625, 0.65981030464172363, 274.60710117887612, 274.50259320472185, 0.10450797415422752, 414360, 415132, 273.838, 34.5977, 39.657, 43.9731, 62.744, 0.131342, 92.2426, 0.49194, 
85,7,2,0.1,0.371478,1,2,796, 286.376, 0.14856, 285.184, 0, 0, 59, 60, 0.039579153060913086, 8.3446502685546875e-05, 9.4175338745117188e-05, 0.0001068115234375, 1.4781951904296875e-05, 0, 0.00021982192993164062, 0.039060115814208984, 68.986033542100927, 68.930892529533651, 0.055141012567276222, 431253, 432065, 283.679, 36.0037, 41.2798, 46.0698, 64.727, 0.133883, 94.9724, 0.492382, 
58,5,2,0.01,0.131784,1,2,909, 261.268, 0.173495, 259.925, 0, 0, 92, 93, 0.061596155166625977, 8.392333984375e-05, 9.9658966064453125e-05, 0.00010704994201660156, 1.430511474609375e-05, 0, 0.00021958351135253906, 0.061071634292602539, 4.639947746705527, 4.6390602319986085, 0.00088751470688515355, 388072, 388996, 257.41, 32.7393, 38.3498, 41.443, 58.2213, 0.122167, 86.0302, 0.503956, 
56,5,2,0.01,0.137953,1,2,914, 218.042, 0.172928, 216.699, 0, 0, 153, 154, 0.10158133506774902, 8.4638595581054688e-05, 9.7751617431640625e-05, 0.00010633468627929688, 1.430511474609375e-05, 0, 0.00021982192993164062, 0.1010584831237793, 4.6573766472273714, 4.6569105941642119, 0.00046605306322583355, 321100, 322029, 211.466, 26.9433, 31.7879, 34.1737, 47.2323, 0.0993345, 70.7831, 0.446641, 
29,4,2,0.005,0.055297,1,2,777, 277.433, 0.147649, 276.213, 0, 0, 1000, 1001, 0.66201329231262207, 8.392333984375e-05, 9.6082687377929688e-05, 0.00010609626770019531, 1.430511474609375e-05, 0, 0.00022292137145996094, 0.66148996353149414, 1.461174187752778, 1.4567161231403571, 0.0044580646124871663, 412286, 413079, 272.672, 34.6362, 39.4805, 43.9437, 61.9973, 0.129625, 91.9925, 0.49262, 
67,9,2,5,0.443988,1,2,722, 250.27, 0.134477, 249.213, 0, 0, 1000, 1001, 0.65141725540161133, 8.3208084106445312e-05, 9.7751617431640625e-05, 0.00010704994201660156, 1.3828277587890625e-05, 0, 0.00021600723266601562, 0.65089941024780273, 1094.9099129514821, 1094.6638650091859, 0.2460479422961307, 376360, 377099, 245.889, 31.6076, 37.1209, 39.9695, 55.1759, 0.119556, 81.449, 0.447088, 
99,7,2,0.1,0.35538,1,2,862, 292.654, 0.163778, 291.255, 0, 0, 279, 280, 0.18309736251831055, 8.4161758422851562e-05, 9.8705291748046875e-05, 0.00010633468627929688, 1.430511474609375e-05, 0, 0.00021529197692871094, 0.18257856369018555, 69.12177183751308, 69.053148809513345, 0.068623027999714134, 443950, 444827, 290.157, 37.2983, 43.7078, 47.0445, 65.0728, 0.140946, 96.3571, 0.53574, 
30,4,2,0.005,0.0555635,1,2,853, 225.746, 0.15778, 224.429, 0, 0, 9, 10, 0.0066635608673095703, 8.4400177001953125e-05, 9.7513198852539062e-05, 0.00010657310485839844, 1.4066696166992188e-05, 0, 0.0002155303955078125, 0.006145477294921875, 1.4479331044279804, 1.4473923025812316, 0.00054080184691541848, 341159, 342027, 222.891, 28.5294, 33.6883, 36.0733, 50.1604, 0.106607, 73.8906, 0.442534, 
12,2,2,1e-14,0,1,2,822, 199.688, 0.156367, 198.442, 0, 0, 292, 293, 0.19171881675720215, 8.3208084106445312e-05, 9.822845458984375e-05, 0.00010633468627929688, 1.4066696166992188e-05, 0, 0.00021576881408691406, 0.19120121002197266, 0.43074831984297979, 0.43010086788202245, 0.00064745196105719873, 299743, 300582, 197.086, 25.2649, 29.785, 31.9199, 44.2627, 0.0939996, 65.3456, 0.41422, 
20,8,2,100,0.441503,1,2,713, 257.918, 0.132472, 256.821, 0, 0, 1000, 1001, 0.65207791328430176, 8.3684921264648438e-05, 9.6797943115234375e-05, 0.00010561943054199219, 1.4543533325195312e-05, 0, 0.000213623046875, 0.65156364440917969, 275.50909031457144, 275.45243895013505, 0.056651364436403152, 391319, 392049, 255.178, 32.8037, 38.4473, 41.5251, 57.2734, 0.119839, 84.5508, 0.457651, 
91,6,2,0.05,0.263681,1,2,776, 305.96, 0.148214, 304.774, 0, 0, 1000, 1001, 0.65908527374267578, 8.4161758422851562e-05, 9.7751617431640625e-05, 0.00010657310485839844, 1.4543533325195312e-05, 0, 0.00021791458129882812, 0.65856432914733887, 17.59147427344832, 17.567319435409509, 0.024154838038686052, 460708, 461500, 303.846, 38.7944, 45.2766, 48.8475, 69.0896, 0.140501, 101.179, 0.518308, 
84,3,2,0.0005,0.0191017,1,2,783, 224.824, 0.150342, 223.581, 0, 0, 322, 323, 0.21370053291320801, 8.5115432739257812e-05, 9.8705291748046875e-05, 0.00010728836059570312, 1.4543533325195312e-05, 0, 0.0002193450927734375, 0.21317553520202637, 0.63307631006252785, 0.63225874848151153, 0.0008175615809609231, 333713, 334512, 221.328, 28.0771, 32.9871, 35.6177, 50.2337, 0.108488, 73.8743, 0.429414, 
24,7,2,0.1,0.344752,1,2,722, 291.996, 0.135311, 290.867, 0, 0, 1000, 1001, 0.65673398971557617, 8.4638595581054688e-05, 9.8466873168945312e-05, 0.00010585784912109375, 1.430511474609375e-05, 0, 0.00021791458129882812, 0.65621280670166016, 68.09426302533295, 68.059568825282653, 0.034694200050454364, 438134, 438873, 288.986, 36.9485, 43.1924, 46.5065, 65.6468, 0.140486, 96.0551, 0.496341, 
89,3,2,0.0005,0.0176626,1,2,835, 239.39, 0.158593, 238.121, 0, 0, 397, 398, 0.26279687881469727, 8.487701416015625e-05, 9.7990036010742188e-05, 0.00010657310485839844, 1.4781951904296875e-05, 0, 0.00021958351135253906, 0.26227307319641113, 0.64037932031346423, 0.63901604608668316, 0.0013632742270141634, 356807, 357658, 235.852, 30.0551, 35.1044, 37.9427, 53.4829, 0.109131, 78.6968, 0.461487, 
13,6,2,0.1,0.254088,1,2,911, 274.699, 0.171459, 273.345, 0, 0, 327, 328, 0.2152864933013916, 8.4400177001953125e-05, 9.5129013061523438e-05, 0.00010561943054199219, 1.430511474609375e-05, 0, 0.00021958351135253906, 0.2147674560546875, 17.639380549480723, 17.638220419170729, 0.0011601303099587528, 414482, 415408, 272.299, 34.6981, 39.6276, 43.8867, 62.056, 0.124743, 91.3967, 0.509707, 
30,2,2,1e-14,0,1,2,744, 228.306, 0.142012, 227.137, 0, 0, 583, 584, 0.38106107711791992, 8.392333984375e-05, 9.822845458984375e-05, 0.00010609626770019531, 1.3828277587890625e-05, 2.384185791015625e-07, 0.00021505355834960938, 0.38054370880126953, 0.4339474846741756, 0.43271118668183978, 0.001236297992302533, 344350, 345111, 225.286, 28.7847, 33.9964, 36.5736, 50.5274, 0.107185, 74.8701, 0.426253, 
90,1,2,1e-14,0,1,2,796, 217.355, 0.148154, 216.146, 0, 0, 312, 313, 0.20465254783630371, 8.2731246948242188e-05, 9.822845458984375e-05, 0.00010561943054199219, 1.4066696166992188e-05, 0, 0.00022077560424804688, 0.20413112640380859, 0.38376678574838657, 0.38293070586326633, 0.00083607988510921421, 325493, 326306, 213.127, 27.1348, 32.2091, 34.608, 47.9451, 0.0996504, 70.6955, 0.434639, 
55,7,2,0.05,0.366825,1,2,749, 301.596, 0.142026, 300.467, 0, 0, 1000, 1001, 0.65976595878601074, 8.4400177001953125e-05, 9.7751617431640625e-05, 0.00010728836059570312, 1.3828277587890625e-05, 0, 0.00021958351135253906, 0.65924310684204102, 69.211256790693497, 69.102734631674309, 0.10852215901913284, 453244, 454009, 299.492, 38.1873, 44.609, 48.1514, 68.0308, 0.136388, 99.8674, 0.510161, 
47,4,2,0.005,0.0527411,1,2,873, 233.054, 0.165482, 231.751, 0, 0, 6, 7, 0.0047607421875, 8.296966552734375e-05, 9.7036361694335938e-05, 0.00010609626770019531, 1.4543533325195312e-05, 0, 0.00022292137145996094, 0.0042371749877929688, 1.4389395020305917, 1.4382927826492289, 0.0006467193813071738, 347748, 348636, 230.748, 29.3334, 34.3714, 37.1404, 52.4316, 0.107984, 76.9055, 0.457777, 
69,10,2,100,0.470661,1,2,571, 180.384, 0.107669, 179.472, 0, 0, 1000, 1001, 0.65508365631103516, 8.4638595581054688e-05, 9.7990036010742188e-05, 0.0001068115234375, 1.4543533325195312e-05, 2.384185791015625e-07, 0.00021505355834960938, 0.65456438064575195, 4334.7439630097979, 4334.2119259037627, 0.53203710603399312, 271061, 271650, 177.696, 22.8555, 26.574, 28.7678, 40.4285, 0.0825374, 58.6562, 0.331558, 
50,7,2,0.1,0.369209,1,2,816, 304.559, 0.152545, 303.307, 0, 0, 1000, 1001, 0.65341997146606445, 8.3684921264648438e-05, 9.822845458984375e-05, 0.00010585784912109375, 1.4543533325195312e-05, 0, 0.0002155303955078125, 0.65290212631225586, 69.237402961314416, 69.186347687419442, 0.051055273895035606, 457556, 458388, 299.622, 38.3966, 45.2687, 48.6344, 67.3781, 0.141598, 99.2677, 0.534813, 
6,4,2,0.005,0.0529027,1,2,868, 265.444, 0.166311, 264.134, 0, 0, 23, 24, 0.015927314758300781, 8.4400177001953125e-05, 9.8466873168945312e-05, 0.00010561943054199219, 1.430511474609375e-05, 0, 0.00022649765014648438, 0.015398025512695312, 1.440296206541297, 1.4392090362217331, 0.0010871703196413491, 395742, 396626, 261.507, 33.2894, 38.9957, 41.8511, 59.3356, 0.124699, 87.4166, 0.493749, 
24,2,2,1e-14,0,1,2,770, 212.517, 0.143771, 211.34, 0, 0, 6, 7, 0.0047154426574707031, 8.58306884765625e-05, 9.918212890625e-05, 0.0001068115234375, 1.3828277587890625e-05, 0, 0.00021886825561523438, 0.0041909217834472656, 0.42935577768664079, 0.42842817482227857, 0.00092760286431774956, 319000, 319787, 210.44, 26.8506, 31.7941, 33.5256, 47.7047, 0.0975478, 70.058, 0.409355, 
37,6,2,0.05,0.275304,1,2,859, 297.906, 0.163117, 296.641, 0, 0, 372, 373, 0.24582457542419434, 8.2492828369140625e-05, 9.6082687377929688e-05, 0.00010275840759277344, 1.4543533325195312e-05, 0, 0.00021290779113769531, 0.2453157901763916, 17.530346719248591, 17.525877564346068, 0.0044691549025795783, 445238, 446112, 293.965, 37.5631, 43.8067, 47.2386, 66.7835, 0.134393, 97.9095, 0.529556, 
60,2,2,1e-14,0,1,2,829, 203.137, 0.157278, 201.912, 0, 0, 366, 367, 0.2401432991027832, 8.4638595581054688e-05, 9.72747802734375e-05, 0.00010514259338378906, 1.4543533325195312e-05, 2.384185791015625e-07, 0.00021648406982421875, 0.23962497711181641, 0.43690265281338692, 0.43620036266833484, 0.00070229014498548537, 304796, 305641, 199.626, 25.841, 30.088, 32.2655, 44.6723, 0.0914545, 66.2594, 0.408277, 
