n,sigmaid,K,epssqr_best,abserr_best,Theta0,Theta1,it all, t all, t gamma update, t gamma solve, t theta update, t theta solve, SPGQP it, SPGQP hessmult, SPGQP t all, SPGQP t project, SPGQP t matmult, SPGQP t dot, SPGQP t update, SPGQP t stepsize, SPGQP t fs, SPGQP t other, SPGQP fx, SPGQP fx_linear, SPGQP fx_quadratic, SPGQP_sum it, SPGQP_sum hessmult, SPGQP_sum t all, SPGQP_sum t project, SPGQP_sum t matmult, SPGQP_sum t dot, SPGQP_sum t update, SPGQP_sum t stepsize, SPGQP_sum t fs, SPGQP_sum t other, 
55,8,2,0.5,0.485508,1,2,568, 210.113, 0.109476, 209.174, 0, 0, 1000, 1001, 0.65912771224975586, 8.5115432739257812e-05, 9.5844268798828125e-05, 0.00010585784912109375, 1.5020370483398438e-05, 2.384185791015625e-07, 0.0002193450927734375, 0.65860629081726074, 3206.6944049402464, 3206.2695787323737, 0.42482620787269237, 314880, 315466, 207.754, 26.5583, 30.2339, 33.5607, 47.4731, 0.101754, 69.4665, 0.359174, 
39,7,2,5,0.399217,1,2,671, 237.959, 0.125764, 236.66, 0, 0, 1000, 1001, 0.65802669525146484, 8.392333984375e-05, 9.7990036010742188e-05, 0.00010514259338378906, 1.430511474609375e-05, 0, 0.00021910667419433594, 0.65750622749328613, 829.4195937985703, 829.30480198586667, 0.1147918127039443, 357739, 358427, 235.605, 30.1811, 35.1654, 37.6151, 53.5456, 0.111166, 78.5697, 0.4174, 
98,7,2,0.1,0.461666,1,2,743, 259.717, 0.142628, 258.465, 0, 0, 1000, 1001, 0.65915942192077637, 8.3446502685546875e-05, 9.7751617431640625e-05, 0.00010633468627929688, 1.5020370483398438e-05, 0, 0.00021910667419433594, 0.65863776206970215, 788.32053520916998, 788.14968609428206, 0.17084911488786769, 388710, 389470, 256.41, 32.6987, 38.2161, 41.1978, 58.1998, 0.122629, 85.5018, 0.473492, 
9,7,2,100,0.42214,1,2,687, 256.26, 0.128183, 255.189, 0, 0, 1000, 1001, 0.65961337089538574, 8.4638595581054688e-05, 9.822845458984375e-05, 0.00010395050048828125, 1.4066696166992188e-05, 0, 0.00021409988403320312, 0.65909838676452637, 815.71187039230676, 815.56137512744635, 0.15049526486048945, 382136, 382841, 252.02, 32.2371, 37.6192, 40.5141, 57.0793, 0.117578, 84.0068, 0.445626, 
65,3,2,0.01,0.105061,1,2,818, 257.019, 0.156625, 255.716, 0, 0, 1000, 1001, 0.66066145896911621, 8.4638595581054688e-05, 9.822845458984375e-05, 0.00010633468627929688, 1.430511474609375e-05, 0, 0.00021982192993164062, 0.66013813018798828, 3.5398228736300452, 3.5385623846519172, 0.0012604889782388586, 385255, 386089, 254.68, 32.4309, 38.0366, 40.7596, 57.9685, 0.122234, 84.8724, 0.49018, 
16,4,2,0.01,0.247939,1,2,865, 316.368, 0.165323, 314.988, 0, 0, 1000, 1001, 0.66337251663208008, 8.1777572631835938e-05, 9.632110595703125e-05, 0.00010442733764648438, 1.4781951904296875e-05, 0, 0.00021409988403320312, 0.66286110877990723, 13.026455271278865, 12.997041539636891, 0.029413731641939042, 472939, 473820, 313.861, 39.9235, 46.9793, 50.611, 71.3492, 0.148201, 104.304, 0.545991, 
82,9,2,5,0.462985,1,2,502, 171.398, 0.0973094, 170.647, 0, 0, 1000, 1001, 0.6580498218536377, 8.392333984375e-05, 9.72747802734375e-05, 0.0001049041748046875, 1.4066696166992188e-05, 0, 0.00021982192993164062, 0.65752983093261719, 13346.224358520645, 13345.349393591277, 0.87496492936615522, 257716, 258238, 169.673, 21.6966, 25.2853, 27.228, 38.4494, 0.0765514, 56.6227, 0.314296, 
32,1,2,0.0005,0.0162135,1,2,853, 237.78, 0.159103, 236.082, 0, 0, 202, 203, 0.13308978080749512, 8.1777572631835938e-05, 9.72747802734375e-05, 0.00010180473327636719, 1.4066696166992188e-05, 0, 0.00021219253540039062, 0.13258266448974609, 0.56966956504141997, 0.56813567626660555, 0.0015338887750032985, 353592, 354461, 231.875, 29.803, 34.749, 37.3523, 52.8451, 0.1109, 76.5588, 0.455918, 
86,9,2,0.0001,0.506894,1,2,543, 184.688, 0.103986, 183.871, 0, 0, 1000, 1001, 0.65775966644287109, 8.4400177001953125e-05, 9.8466873168945312e-05, 0.00010538101196289062, 1.4066696166992188e-05, 0, 0.00021839141845703125, 0.65723896026611328, 12735.602231099456, 12735.021113205279, 0.58111789417537629, 278119, 278681, 183.248, 23.3989, 27.3213, 29.4359, 41.5973, 0.088572, 61.0632, 0.342592, 
11,1,2,0.0005,0.0167287,1,2,832, 201.531, 0.158904, 200.237, 0, 0, 66, 67, 0.044585704803466797, 8.4638595581054688e-05, 9.822845458984375e-05, 0.00010609626770019531, 1.430511474609375e-05, 0, 0.00021982192993164062, 0.044062614440917969, 0.5653116729400488, 0.5647019576592085, 0.0006097152808958021, 300296, 301143, 199.206, 25.4654, 29.741, 31.9158, 45.1567, 0.0943794, 66.4213, 0.411101, 
59,6,2,0.1,0.411684,1,2,689, 282.249, 0.132529, 281.173, 0, 0, 1000, 1001, 0.66227507591247559, 8.4400177001953125e-05, 9.7990036010742188e-05, 0.00010728836059570312, 1.4066696166992188e-05, 0, 0.00022125244140625, 0.66175007820129395, 208.20266074268665, 208.06045123572329, 0.14220950696335008, 423420, 424127, 280.292, 35.5224, 41.7975, 45.1151, 63.5749, 0.129497, 93.6775, 0.475381, 
63,6,2,0.1,0.417798,1,2,695, 263.433, 0.130181, 262.342, 0, 0, 11, 12, 0.0079393386840820312, 8.8214874267578125e-05, 9.7751617431640625e-05, 0.00010633468627929688, 1.430511474609375e-05, 0, 0.00021505355834960938, 0.0074176788330078125, 204.62355280268696, 204.55374375627429, 0.069809046412716208, 398677, 399389, 261.518, 33.5963, 39.2067, 42.1177, 59.6342, 0.121166, 86.3807, 0.461064, 
36,4,2,0.05,0.2753,1,2,829, 300.031, 0.154593, 298.436, 0, 0, 1000, 1001, 0.65683484077453613, 8.4161758422851562e-05, 9.7990036010742188e-05, 0.00010538101196289062, 1.3828277587890625e-05, 2.384185791015625e-07, 0.00021719932556152344, 0.65631604194641113, 13.308270180432153, 13.291659629259671, 0.016610551172412297, 449027, 449872, 295.425, 37.7148, 44.1128, 47.3246, 67.0766, 0.133736, 98.54, 0.5227, 
97,7,2,5,0.425095,1,2,636, 241.106, 0.121295, 239.958, 0, 0, 417, 418, 0.27532219886779785, 8.4400177001953125e-05, 9.918212890625e-05, 0.00010585784912109375, 1.4066696166992188e-05, 0, 0.00021767616271972656, 0.27480101585388184, 826.10034009037236, 825.9258068495551, 0.17453324081736107, 362218, 362872, 238.909, 30.5014, 35.7254, 38.3675, 54.3856, 0.110749, 79.4018, 0.416145, 
42,6,2,0.1,0.459503,1,2,757, 281.04, 0.14131, 279.237, 0, 0, 1000, 1001, 0.65318012237548828, 8.392333984375e-05, 9.4652175903320312e-05, 0.0001049041748046875, 1.430511474609375e-05, 0, 0.00021862983703613281, 0.6526637077331543, 203.01659042243801, 202.86505536361952, 0.15153505881850191, 420018, 420792, 275.19, 35.1957, 40.0252, 44.3048, 62.7818, 0.128869, 92.2584, 0.495506, 
13,6,2,100,0.390074,1,2,737, 280.495, 0.141248, 279.259, 0, 0, 1000, 1001, 0.65858626365661621, 8.4161758422851562e-05, 9.7990036010742188e-05, 0.00010657310485839844, 1.430511474609375e-05, 0, 0.00021839141845703125, 0.65806484222412109, 205.79550654385156, 205.73630283010783, 0.059203713743508288, 421306, 422060, 278.186, 35.3568, 41.5077, 44.7447, 63.3386, 0.129514, 92.623, 0.485934, 
73,7,2,1,0.431101,1,2,714, 251.668, 0.13744, 250.604, 0, 0, 37, 38, 0.025305747985839844, 8.3446502685546875e-05, 9.7751617431640625e-05, 0.00010609626770019531, 1.4781951904296875e-05, 0, 0.00021815299987792969, 0.024785518646240234, 836.11112471700108, 835.86016366675358, 0.25096105024746918, 364236, 364967, 240.302, 30.5524, 35.8673, 38.7007, 54.6229, 0.113313, 80.0059, 0.439842, 
97,1,2,0.0005,0.0162212,1,2,813, 220.827, 0.153564, 219.561, 0, 0, 6, 7, 0.0047328472137451172, 8.4638595581054688e-05, 9.9658966064453125e-05, 0.00010824203491210938, 1.52587890625e-05, 0, 0.00022053718566894531, 0.0042045116424560547, 0.57117261864521052, 0.57022599694378151, 0.00094662170139579119, 332465, 333294, 218.191, 27.8143, 32.6006, 35.1474, 49.4531, 0.103703, 72.6403, 0.431033, 
45,10,2,1,0.467153,1,2,470, 158.479, 0.089864, 157.672, 0, 0, 1000, 1001, 0.65855145454406738, 8.487701416015625e-05, 9.250640869140625e-05, 0.00010371208190917969, 1.4066696166992188e-05, 2.384185791015625e-07, 0.00021266937255859375, 0.65804338455200195, 52237.203725275671, 52234.951454971451, 2.2522703042298424, 225680, 226170, 148.899, 19.5558, 21.5302, 24.1894, 33.7386, 0.0696175, 49.5308, 0.285068, 
13,3,2,0.01,0.121488,1,2,876, 278.757, 0.166241, 277.371, 0, 0, 1000, 1001, 0.65593314170837402, 8.4638595581054688e-05, 9.7990036010742188e-05, 0.00010657310485839844, 1.4066696166992188e-05, 0, 0.00021767616271972656, 0.65541219711303711, 3.7030333873475461, 3.6987287891428284, 0.0043045982049397698, 420441, 421333, 276.268, 35.6269, 41.6006, 44.5998, 61.8837, 0.131047, 91.9186, 0.507764, 
94,10,2,100,0.483842,1,2,457, 156.726, 0.0894849, 155.899, 0, 0, 1000, 1001, 0.65848374366760254, 8.4638595581054688e-05, 9.918212890625e-05, 0.00010561943054199219, 1.4066696166992188e-05, 0, 0.0002193450927734375, 0.65796089172363281, 54174.404507749561, 54172.536393643757, 1.8681141058021891, 235620, 236096, 155.229, 19.7925, 23.3259, 24.9641, 34.8129, 0.0731969, 51.9766, 0.283521, 
39,6,2,100,0.405928,1,2,776, 277.502, 0.148114, 275.877, 0, 0, 1000, 1001, 0.65664339065551758, 8.4638595581054688e-05, 9.5844268798828125e-05, 0.00010991096496582031, 1.4543533325195312e-05, 2.384185791015625e-07, 0.00021886825561523438, 0.65611934661865234, 204.8855928423489, 204.79323499039782, 0.092357851950943939, 415052, 415845, 273.044, 34.7806, 39.6911, 44.0321, 62.3764, 0.130533, 91.5369, 0.495861, 
98,5,2,0.1,0.332349,1,2,783, 298.362, 0.149653, 297.042, 0, 0, 1000, 1001, 0.65611529350280762, 8.3684921264648438e-05, 9.4652175903320312e-05, 0.0001068115234375, 1.430511474609375e-05, 0, 0.00021862983703613281, 0.65559720993041992, 52.151168209321192, 52.118842032587644, 0.032326176733530707, 447644, 448443, 293.814, 37.5837, 42.6136, 47.3975, 67.1257, 0.138789, 98.4296, 0.52547, 
34,1,2,0.0005,0.0150135,1,2,773, 203.918, 0.147237, 202.276, 0, 0, 11, 12, 0.0081381797790527344, 8.4400177001953125e-05, 0.00010085105895996094, 0.00010848045349121094, 1.5020370483398438e-05, 0, 0.00022292137145996094, 0.00760650634765625, 0.56383919450447539, 0.56323181352127227, 0.00060738098325876415, 301768, 302558, 200.159, 25.5698, 29.8821, 32.0299, 45.4526, 0.096396, 66.7164, 0.412224, 
77,2,2,0.001,0.0421827,1,2,797, 247.594, 0.15239, 246.35, 0, 0, 235, 236, 0.15543103218078613, 8.4161758422851562e-05, 9.918212890625e-05, 0.0001068115234375, 1.4543533325195312e-05, 0, 0.00021672248840332031, 0.15490961074829102, 1.1619310658761037, 1.1608248941167061, 0.001106171759919452, 371438, 372251, 244.651, 31.2494, 36.6736, 39.5098, 55.9951, 0.116336, 80.6395, 0.467534, 
35,4,2,0.05,0.247471,1,2,853, 295.681, 0.160986, 293.943, 0, 0, 785, 786, 0.51798081398010254, 8.4400177001953125e-05, 9.822845458984375e-05, 0.00010633468627929688, 1.3828277587890625e-05, 0, 0.000217437744140625, 0.51746058464050293, 13.06534542069388, 13.062022532143782, 0.0033228885500768994, 439839, 440708, 290.185, 37.1029, 43.2952, 46.7466, 65.8613, 0.137176, 96.5158, 0.526341, 
19,1,2,0.0005,0.0165904,1,2,872, 243.689, 0.165271, 242.288, 0, 0, 318, 319, 0.21047878265380859, 8.3446502685546875e-05, 9.5844268798828125e-05, 0.00013041496276855469, 1.4543533325195312e-05, 0, 0.00022101402282714844, 0.20993351936340332, 0.56163419350553034, 0.55957278712532854, 0.0020614063805127021, 365101, 365990, 240.983, 30.5798, 35.0465, 38.9361, 54.8631, 0.109448, 80.9736, 0.474193, 
45,3,2,0.005,0.104109,1,2,863, 276.77, 0.159809, 275.392, 0, 0, 621, 622, 0.40704250335693359, 8.3684921264648438e-05, 9.5129013061523438e-05, 0.00010585784912109375, 1.4543533325195312e-05, 0, 0.00021815299987792969, 0.4065251350402832, 3.5633068863567612, 3.5611528291382193, 0.0021540572184860956, 413279, 414157, 271.306, 34.5875, 39.4995, 43.8409, 61.8578, 0.132812, 90.8869, 0.500511, 
100,9,2,100,0.413352,1,2,548, 182.263, 0.104611, 181.482, 0, 0, 1000, 1001, 0.66026401519775391, 8.487701416015625e-05, 9.7990036010742188e-05, 0.0001068115234375, 1.4781951904296875e-05, 0, 0.00021982192993164062, 0.65973973274230957, 13194.40152275971, 13193.685928900253, 0.71559385945500897, 273722, 274289, 180.917, 23.1021, 26.9843, 29.1029, 40.9638, 0.0849137, 60.3429, 0.336346, 
9,10,2,50,0.469956,1,2,443, 157.034, 0.0844324, 156.354, 0, 0, 1000, 1001, 0.65595555305480957, 8.5115432739257812e-05, 9.8943710327148438e-05, 0.00010728836059570312, 1.4066696166992188e-05, 0, 0.00021672248840332031, 0.65543341636657715, 53237.760868062891, 53235.825290926092, 1.935577136796697, 237048, 237510, 155.818, 20.1876, 23.462, 25.4312, 34.8439, 0.0700603, 51.5446, 0.279113, 
78,5,2,0.1,0.340567,1,2,792, 286.769, 0.148326, 285.576, 0, 0, 1000, 1001, 0.6581721305847168, 8.392333984375e-05, 9.7990036010742188e-05, 0.00010585784912109375, 1.4066696166992188e-05, 0, 0.00022172927856445312, 0.65764856338500977, 51.370527487648346, 51.348680000046784, 0.021847487601542211, 431896, 432704, 284.631, 36.3262, 42.4162, 45.597, 64.5774, 0.130984, 95.0796, 0.504131, 
25,1,2,0.0005,0.0169494,1,2,877, 231.874, 0.164687, 230.174, 0, 0, 68, 69, 0.045586347579956055, 8.5115432739257812e-05, 9.8943710327148438e-05, 0.00010538101196289062, 1.3828277587890625e-05, 0, 0.00021791458129882812, 0.045065164566040039, 0.56442944041556498, 0.563140830347722, 0.0012886100679651204, 347303, 348195, 228.432, 29.2232, 34.0825, 36.6555, 51.6861, 0.106241, 76.2177, 0.46042, 
68,5,2,0.5,0.381236,1,2,739, 256.999, 0.141944, 255.796, 0, 0, 183, 184, 0.12035894393920898, 8.4161758422851562e-05, 9.918212890625e-05, 0.00010609626770019531, 1.3828277587890625e-05, 0, 0.00021505355834960938, 0.11984062194824219, 52.216616358144535, 52.187880135196956, 0.028736222947578917, 383944, 384700, 251.288, 32.2625, 38.0523, 40.7252, 56.3862, 0.122402, 83.2817, 0.457229, 
33,9,2,1,0.47528,1,2,618, 182.435, 0.118053, 180.96, 0, 0, 1000, 1001, 0.65630507469177246, 8.20159912109375e-05, 9.632110595703125e-05, 0.00010395050048828125, 1.4066696166992188e-05, 0, 0.00021100044250488281, 0.65579771995544434, 13131.369266154499, 13130.447889333293, 0.92137682120568409, 273345, 273981, 179.655, 22.8819, 27.1665, 29.2671, 40.4754, 0.0844285, 59.4239, 0.355632, 
52,8,2,0.01,0.492914,1,2,637, 207.714, 0.120381, 206.738, 0, 0, 1000, 1001, 0.66032886505126953, 8.392333984375e-05, 9.8705291748046875e-05, 0.00010561943054199219, 1.4066696166992188e-05, 2.384185791015625e-07, 0.00021982192993164062, 0.65980648994445801, 3233.0133659355511, 3232.3318080744839, 0.68155786106743088, 309610, 310265, 204.849, 26.0797, 30.541, 32.7927, 46.5007, 0.0958602, 68.4584, 0.380493, 
25,3,2,0.005,0.122401,1,2,908, 283.226, 0.171685, 281.584, 0, 0, 731, 732, 0.4810791015625, 8.487701416015625e-05, 9.822845458984375e-05, 0.00010609626770019531, 1.4543533325195312e-05, 0, 0.00021886825561523438, 0.48055648803710938, 3.5557361769319811, 3.553464034142483, 0.0022721427896318655, 424306, 425229, 279.423, 35.8035, 41.7377, 44.7013, 63.4218, 0.133634, 93.0993, 0.525918, 
66,8,2,100,0.466531,1,2,563, 213.208, 0.108404, 212.319, 0, 0, 1000, 1001, 0.65460371971130371, 8.296966552734375e-05, 9.441375732421875e-05, 0.00010585784912109375, 1.4066696166992188e-05, 0, 0.00021958351135253906, 0.65408682823181152, 3252.2447726731971, 3251.5569473971791, 0.68782527601862808, 317932, 318514, 208.547, 26.5567, 30.2778, 33.6884, 47.526, 0.0980561, 70.0277, 0.372456, 
47,4,2,0.05,0.229196,1,2,877, 320.372, 0.166476, 318.971, 0, 0, 1000, 1001, 0.65828299522399902, 8.392333984375e-05, 9.8466873168945312e-05, 0.00010657310485839844, 1.3828277587890625e-05, 0, 0.00021886825561523438, 0.6577613353729248, 13.362893964610764, 13.343816884532673, 0.019077080078069152, 471541, 472433, 310.899, 39.7273, 46.3754, 50.0624, 70.5404, 0.145951, 103.479, 0.567678, 
97,4,2,0.05,0.232472,1,2,764, 288.666, 0.143352, 287.351, 0, 0, 1000, 1001, 0.65628433227539062, 8.1777572631835938e-05, 9.250640869140625e-05, 0.00010204315185546875, 1.3828277587890625e-05, 0, 0.00021314620971679688, 0.65578103065490723, 13.061709652782911, 13.061439963290811, 0.00026968949219070143, 436202, 436982, 286.24, 36.547, 41.624, 46.2082, 65.3331, 0.12876, 95.8984, 0.500926, 
52,3,2,0.01,0.133014,1,2,778, 289.55, 0.148698, 288.024, 0, 0, 214, 215, 0.1416628360748291, 8.392333984375e-05, 9.7990036010742188e-05, 0.00010371208190917969, 1.4066696166992188e-05, 0, 0.00021886825561523438, 0.1411442756652832, 3.530805440753559, 3.5219657732030099, 0.0088396675506058429, 433047, 433841, 285.253, 36.354, 42.5296, 45.7022, 64.7213, 0.13523, 95.3028, 0.508001, 
33,7,2,5,0.443068,1,2,688, 252.074, 0.12933, 250.527, 0, 0, 612, 613, 0.40155959129333496, 8.392333984375e-05, 9.7990036010742188e-05, 0.00010657310485839844, 1.430511474609375e-05, 0, 0.0002193450927734375, 0.40103745460510254, 849.98412001988902, 849.79961872862123, 0.1845012912678678, 378098, 378803, 248.354, 31.6749, 37.2225, 40.3039, 55.4095, 0.117273, 83.1851, 0.441442, 
18,3,2,0.01,0.120421,1,2,846, 278.809, 0.161205, 277.421, 0, 0, 725, 726, 0.47738504409790039, 8.3208084106445312e-05, 9.8466873168945312e-05, 0.00010514259338378906, 1.4543533325195312e-05, 0, 0.00021886825561523438, 0.47686481475830078, 3.4453465092250646, 3.4413847581012553, 0.003961751123853989, 416783, 417645, 274.613, 34.9298, 40.9919, 44.0776, 62.3194, 0.127011, 91.6674, 0.499419, 
46,1,2,0.0005,0.0164395,1,2,740, 243.87, 0.139797, 242.679, 0, 0, 295, 296, 0.19460773468017578, 8.392333984375e-05, 9.5844268798828125e-05, 0.00011086463928222656, 1.4781951904296875e-05, 0, 0.00021982192993164062, 0.19408249855041504, 0.57235473384648095, 0.57054793835516093, 0.001806795491331331, 366568, 367325, 241.082, 30.6996, 35.0652, 39.0131, 54.855, 0.115146, 80.904, 0.4297, 
65,5,2,0.1,0.295018,1,2,841, 289.68, 0.160696, 288.341, 0, 0, 1000, 1001, 0.65681147575378418, 8.3208084106445312e-05, 9.7990036010742188e-05, 0.00010585784912109375, 1.4543533325195312e-05, 0, 0.000217437744140625, 0.65629243850708008, 51.611503109016695, 51.56308181287261, 0.048421296144025683, 434407, 435263, 285.459, 36.4068, 42.8206, 45.871, 65.365, 0.132674, 94.3459, 0.516878, 
98,10,2,0.5,0.491085,1,2,450, 153.077, 0.0868938, 152.264, 0, 0, 1000, 1001, 0.66009640693664551, 8.4161758422851562e-05, 9.822845458984375e-05, 0.00010585784912109375, 1.5020370483398438e-05, 0, 0.00022029876708984375, 0.65957283973693848, 53258.843881879155, 53256.924734206303, 1.9191476728630614, 229553, 230022, 151.605, 19.4058, 22.576, 24.2632, 34.3293, 0.0695989, 50.6866, 0.274832, 
76,9,2,100,0.445425,1,2,607, 193.558, 0.11466, 192.646, 0, 0, 1000, 1001, 0.65819334983825684, 8.4161758422851562e-05, 9.8705291748046875e-05, 0.0001068115234375, 1.430511474609375e-05, 0, 0.00022029876708984375, 0.6576690673828125, 13093.578143002655, 13092.853874362052, 0.72426864060518448, 289600, 290226, 190.702, 24.3313, 28.6304, 30.8463, 42.5703, 0.0893934, 63.8755, 0.358766, 
28,6,2,0.05,0.416122,1,2,716, 275.391, 0.137026, 273.826, 0, 0, 1000, 1001, 0.66269898414611816, 8.392333984375e-05, 9.7751617431640625e-05, 0.0001087188720703125, 1.4543533325195312e-05, 2.384185791015625e-07, 0.00022077560424804688, 0.66217303276062012, 204.90824521126117, 204.74913307872848, 0.15911213253269513, 408177, 408911, 270.592, 34.3277, 40.0919, 44.0096, 60.9732, 0.123838, 90.6004, 0.465105, 
81,9,2,100,0.453267,1,2,565, 172.802, 0.109166, 171.945, 0, 0, 41, 42, 0.027823686599731445, 8.3684921264648438e-05, 9.7990036010742188e-05, 0.00010609626770019531, 1.430511474609375e-05, 0, 0.00021815299987792969, 0.027303457260131836, 12874.237049360527, 12873.337105936531, 0.89994342399621807, 260206, 260790, 171.291, 21.847, 25.5939, 27.3633, 38.9371, 0.0789607, 57.1453, 0.324901, 
1,5,2,0.05,0.361851,1,2,772, 251.193, 0.145538, 249.994, 0, 0, 60, 61, 0.040202140808105469, 8.4400177001953125e-05, 9.822845458984375e-05, 0.00010633468627929688, 1.4066696166992188e-05, 0, 0.0002193450927734375, 0.039679765701293945, 51.564552517729794, 51.532870834497324, 0.03168168323246312, 377772, 378560, 248.893, 32.0126, 37.0505, 39.9919, 56.4053, 0.115864, 82.8511, 0.465332, 
89,2,2,0.001,0.0430518,1,2,791, 243.233, 0.147657, 241.866, 0, 0, 497, 498, 0.3270270824432373, 8.4638595581054688e-05, 9.7990036010742188e-05, 0.0001049041748046875, 1.4543533325195312e-05, 0, 0.0002231597900390625, 0.32650184631347656, 1.1551517854466504, 1.1543794533177352, 0.00077233212903721248, 364789, 365596, 240.213, 30.669, 35.841, 38.413, 54.5284, 0.116211, 80.1911, 0.454271, 
72,9,2,100,0.43738,1,2,535, 183.145, 0.103563, 182.328, 0, 0, 1000, 1001, 0.6582953929901123, 8.1539154052734375e-05, 9.5605850219726562e-05, 0.00010371208190917969, 1.3828277587890625e-05, 0, 0.00021243095397949219, 0.65778827667236328, 13052.914163411193, 13052.069792249762, 0.84437116143059532, 272612, 273166, 179.696, 22.9919, 26.8012, 29.0088, 40.8234, 0.0836611, 59.6644, 0.322228, 
37,2,2,0.001,0.0416872,1,2,782, 198.423, 0.148215, 196.65, 0, 0, 9, 10, 0.0066430568695068359, 8.392333984375e-05, 9.822845458984375e-05, 0.00010752677917480469, 1.4066696166992188e-05, 0, 0.00021982192993164062, 0.0061194896697998047, 1.1447201783768262, 1.1442311101753488, 0.00048906820154416249, 294638, 295437, 195.102, 24.7872, 29.048, 31.6778, 44.0967, 0.089962, 65.0054, 0.396567, 
100,4,2,0.05,0.260744,1,2,850, 316.796, 0.160004, 315.365, 0, 0, 1000, 1001, 0.65838861465454102, 8.392333984375e-05, 9.5367431640625e-05, 0.00010657310485839844, 1.5020370483398438e-05, 0, 0.00021958351135253906, 0.6578681468963623, 12.865422403377067, 12.846178182783815, 0.019244220593151541, 474606, 475471, 312.662, 39.7855, 45.4926, 50.5481, 71.4441, 0.145008, 104.686, 0.561037, 
30,8,2,5,0.469185,1,2,472, 222.535, 0.0903096, 221.61, 0, 0, 1000, 1001, 0.65731930732727051, 8.392333984375e-05, 9.5367431640625e-05, 0.00010609626770019531, 1.3828277587890625e-05, 2.384185791015625e-07, 0.00021910667419433594, 0.65680074691772461, 3269.6918910001532, 3269.1536029100539, 0.53828809009910206, 328741, 329232, 216.085, 27.5535, 31.4408, 34.8959, 49.409, 0.10491, 72.3198, 0.361374, 
37,4,2,0.01,0.23212,1,2,793, 281.372, 0.150891, 279.621, 0, 0, 246, 247, 0.16231322288513184, 8.4161758422851562e-05, 9.822845458984375e-05, 0.00010585784912109375, 1.4066696166992188e-05, 0, 0.00021815299987792969, 0.16179275512695312, 13.04220112083356, 13.037525663180737, 0.0046754576527017954, 420682, 421491, 276.78, 35.3379, 41.3727, 44.3691, 62.7901, 0.125372, 92.2901, 0.494849, 
40,10,2,1e-14,0.499002,1,2,440, 161.959, 0.0840261, 160.508, 0, 0, 1000, 1001, 0.65294265747070312, 8.4400177001953125e-05, 9.5367431640625e-05, 0.00010657310485839844, 1.430511474609375e-05, 0, 0.00021839141845703125, 0.65242362022399902, 53653.702928073719, 53651.922884630323, 1.7800434433952983, 242351, 242810, 158.545, 20.2135, 23.0986, 25.6572, 36.1981, 0.0742915, 53.0192, 0.284469, 
92,7,2,1,0.440035,1,2,720, 256.665, 0.135318, 255.537, 0, 0, 1000, 1001, 0.66045570373535156, 8.392333984375e-05, 9.8705291748046875e-05, 0.00010561943054199219, 1.4781951904296875e-05, 2.384185791015625e-07, 0.00021910667419433594, 0.65993332862854004, 794.34228543634481, 794.21803336315543, 0.1242520731894082, 384747, 385484, 254.013, 32.5582, 37.8625, 40.6692, 57.6012, 0.119569, 84.7473, 0.454626, 
17,1,2,0.0005,0.0160897,1,2,786, 207.693, 0.150001, 206.434, 0, 0, 11, 12, 0.0080187320709228516, 8.392333984375e-05, 9.5605850219726562e-05, 0.00010228157043457031, 1.4066696166992188e-05, 0, 0.00021195411682128906, 0.0075109004974365234, 0.56461769310830978, 0.56401898290453722, 0.00059871020376143732, 311440, 312242, 205.412, 26.2412, 30.6592, 32.9406, 46.6228, 0.0980015, 68.4418, 0.408417, 
94,1,2,0.0005,0.0168103,1,2,758, 233.93, 0.141356, 232.663, 0, 0, 1000, 1001, 0.65721845626831055, 8.5115432739257812e-05, 9.7751617431640625e-05, 0.00010538101196289062, 1.4543533325195312e-05, 0, 0.00021600723266601562, 0.65669965744018555, 0.57410924577869493, 0.57186740688070159, 0.002241838897959625, 352315, 353090, 231.667, 29.9803, 34.6751, 37.231, 52.8102, 0.109815, 76.4163, 0.443779, 
29,4,2,0.05,0.229189,1,2,876, 276.517, 0.165212, 274.919, 0, 0, 772, 773, 0.50574994087219238, 8.296966552734375e-05, 9.4890594482421875e-05, 0.00010633468627929688, 1.5020370483398438e-05, 0, 0.00021886825561523438, 0.50523185729980469, 13.225067586383107, 13.223887995759737, 0.0011795906234581409, 410774, 411665, 269.44, 34.4273, 39.2068, 43.695, 61.3747, 0.128919, 90.1029, 0.504077, 
69,4,2,0.05,0.250821,1,2,871, 294.202, 0.16248, 292.889, 0, 0, 1000, 1001, 0.65632510185241699, 8.3684921264648438e-05, 9.822845458984375e-05, 0.00010561943054199219, 1.4066696166992188e-05, 0, 0.0002155303955078125, 0.6558079719543457, 13.160816507247088, 13.1544065647332, 0.006409942513688106, 441955, 442841, 290.508, 36.9613, 43.7384, 46.8638, 66.2264, 0.141517, 96.0438, 0.532264, 
35,10,2,1,0.497409,1,2,458, 154.336, 0.0890429, 153.346, 0, 0, 1000, 1001, 0.65867185592651367, 8.3684921264648438e-05, 9.6797943115234375e-05, 0.00010251998901367188, 1.4781951904296875e-05, 2.384185791015625e-07, 0.00021338462829589844, 0.65816044807434082, 53123.778869037662, 53121.052854479101, 2.7260145585639179, 231383, 231861, 152.528, 19.4474, 22.7694, 24.3931, 34.7002, 0.0696719, 50.8659, 0.282833, 
