?spgqp_err,K,epssqr,abserr,Theta0,Theta1,it all, t all, t gamma update, t gamma solve, t theta update, t theta solve, SPGQP it, SPGQP hessmult, SPGQP t all, SPGQP t project, SPGQP t matmult, SPGQP t dot, SPGQP t update, SPGQP t stepsize, SPGQP t fs, SPGQP t other, SPGQP fx, SPGQP fx_linear, SPGQP fx_quadratic, SPGQP_sum it, SPGQP_sum hessmult, SPGQP_sum t all, SPGQP_sum t project, SPGQP_sum t matmult, SPGQP_sum t dot, SPGQP_sum t update, SPGQP_sum t stepsize, SPGQP_sum t fs, SPGQP_sum t other, 
1e-6,2,1,4.41052e+06,1,2,1, 0.736441, 0.312529, 0.161991, 0, 0, 11, 12, 0.044574975967407227, 0.00015187263488769531, 0.0002460479736328125, 4.291534423828125e-05, 2.47955322265625e-05, 0, 0.00021100044250488281, 0.043898344039916992, 997.6432641635098, 997.63351448842161, 0.0097496750881839959, 11, 12, 0.044575, 0.00139689, 0.00634122, 0.000710011, 0.00235605, 9.77516e-06, 0.0260623, 0.00769877, 
1e-6,2,2,4.40743e+06,1,2,2, 1.42366, 0.562886, 0.324222, 0, 0, 10, 11, 0.0084722042083740234, 7.7962875366210938e-05, 0.00025200843811035156, 3.5047531127929688e-05, 2.4080276489257812e-05, 0, 0.00015616416931152344, 0.00792694091796875, 997.65297245576528, 997.63363562210316, 0.019336833662195907, 21, 23, 0.0530472, 0.00245833, 0.00919056, 0.00110221, 0.00436687, 1.19209e-05, 0.0277593, 0.00815797, 
1e-6,2,3,4.40492e+06,1,2,3, 2.14589, 0.814519, 0.490194, 0, 0, 10, 11, 0.0096499919891357422, 8.3208084106445312e-05, 0.00018310546875, 4.6014785766601562e-05, 2.4080276489257812e-05, 0, 0.00016093254089355469, 0.0091526508331298828, 997.66260158407056, 997.63383257225996, 0.028769011810560862, 31, 34, 0.0626972, 0.00373697, 0.0121324, 0.00160193, 0.00667644, 1.4782e-05, 0.0299668, 0.00856781, 
1e-6,2,4,4.40225e+06,1,2,4, 2.86748, 1.04209, 0.719546, 0, 0, 10, 11, 0.01742100715637207, 7.6055526733398438e-05, 0.00019097328186035156, 3.8862228393554688e-05, 2.288818359375e-05, 0, 0.00011396408081054688, 0.016978263854980469, 997.67215200835676, 997.6341078445621, 0.038044163794640054, 41, 45, 0.0801182, 0.00622678, 0.0168784, 0.00279832, 0.00954485, 1.88351e-05, 0.0349894, 0.00966167, 
1e-6,2,5,4.39929e+06,1,2,5, 3.71191, 1.2983, 0.904513, 0, 0, 15, 16, 0.016122102737426758, 9.0122222900390625e-05, 0.00018191337585449219, 4.100799560546875e-05, 2.4080276489257812e-05, 0, 0.00035500526428222656, 0.015429973602294922, 997.68162244059783, 997.63447146110207, 0.047150979496101711, 56, 61, 0.0962403, 0.00797367, 0.0222116, 0.00408506, 0.013057, 1.97887e-05, 0.0385406, 0.0103526, 
1e-6,2,6,4.39671e+06,1,2,6, 4.52, 1.59208, 1.20083, 0, 0, 15, 16, 0.012244939804077148, 0.00010585784912109375, 0.00022292137145996094, 4.00543212890625e-05, 2.384185791015625e-05, 0, 0.00029110908508300781, 0.011561155319213867, 997.69101302762135, 997.63490549495805, 0.05610753266336066, 71, 77, 0.108485, 0.00936294, 0.025893, 0.00491643, 0.015955, 2.36034e-05, 0.041431, 0.0109034, 
1e-6,2,7,4.39433e+06,1,2,7, 5.66582, 1.87144, 1.4277, 0, 0, 15, 16, 0.014742136001586914, 9.4890594482421875e-05, 0.00019216537475585938, 7.3909759521484375e-05, 2.4080276489257812e-05, 0, 0.00017809867858886719, 0.014178991317749023, 997.7003246152683, 997.63541797507366, 0.064906640194715329, 86, 93, 0.123227, 0.0111649, 0.0304544, 0.0057261, 0.0194473, 2.88486e-05, 0.0451627, 0.0112431, 
1e-6,2,8,4.39137e+06,1,2,8, 6.4109, 2.10057, 1.66365, 0, 0, 15, 16, 0.015514135360717773, 0.00011801719665527344, 0.00026607513427734375, 3.8862228393554688e-05, 2.4080276489257812e-05, 0, 0.00013613700866699219, 0.014930963516235352, 997.70955832936193, 997.6359977402177, 0.073560589144460786, 101, 109, 0.138741, 0.0132825, 0.0357547, 0.00703168, 0.0226557, 2.98023e-05, 0.0484376, 0.0115495, 
1e-6,2,9,4.38815e+06,1,2,9, 7.23201, 2.42589, 1.88776, 0, 0, 15, 16, 0.016151905059814453, 7.7009201049804688e-05, 0.00043201446533203125, 4.5061111450195312e-05, 2.4080276489257812e-05, 0, 0.00029683113098144531, 0.015276908874511719, 997.7187146779911, 997.63665750829432, 0.082057169696860471, 116, 125, 0.154893, 0.015214, 0.0404758, 0.00786757, 0.0261078, 3.29018e-05, 0.0533273, 0.011868, 
1e-6,2,10,4.38515e+06,1,2,10, 8.08752, 2.76568, 2.10955, 0, 0, 15, 16, 0.015486001968383789, 0.00013518333435058594, 0.00018906593322753906, 3.6954879760742188e-05, 2.4080276489257812e-05, 0, 0.00013494491577148438, 0.01496577262878418, 997.72779356374008, 997.63738820955143, 0.090405354188721004, 131, 141, 0.170379, 0.0180249, 0.0442371, 0.00863338, 0.0307143, 3.76701e-05, 0.0566056, 0.0121264, 
